provnum,overall_rating,survey_rating,staffing_rating,RN_staffing_rating,quality_rating,ssf,restot,ownership
65341,4,4,4,5,4,N,54,"Non profit - Corporation"
65344,5,4,4,5,5,N,60,"Non profit - Corporation"
65345,5,4,4,5,5,N,86,"Non profit - Corporation"
65347,2,1,4,3,5,N,50,"For profit - Partnership"
65351,5,5,4,4,4,N,40,"For profit - Corporation"
65354,3,2,4,4,3,N,62,"For profit - Partnership"
65355,5,4,5,5,5,N,44,"For profit - Corporation"
65356,4,2,4,5,5,N,86,"For profit - Corporation"
65358,4,3,4,5,4,N,106,"For profit - Corporation"
65359,4,3,4,4,3,N,52,"Government - County"
65360,5,3,5,5,5,N,38,"For profit - Corporation"
65361,5,5,5,5,4,N,99,"For profit - Corporation"
65362,5,4,5,5,4,N,30,"For profit - Corporation"
65366,4,3,4,5,4,N,57,"For profit - Limited Liability company"
65367,2,2,3,4,4,N,58,"Non profit - Church related"
65368,5,4,4,5,5,N,76,"For profit - Corporation"
65370,4,4,4,5,4,N,116,"For profit - Corporation"
65373,2,1,4,5,4,N,30,"For profit - Corporation"
65374,5,4,4,5,5,N,36,"For profit - Corporation"
65376,5,3,5,5,5,N,68,"For profit - Corporation"
65377,4,4,4,5,4,N,81,"For profit - Corporation"
65378,3,2,4,5,4,N,105,"For profit - Corporation"
65379,2,1,4,4,3,N,162,"For profit - Corporation"
65380,2,1,4,4,2,N,171,"Government - State"
65381,5,5,5,5,4,N,45,"Government - Hospital district"
65382,4,4,4,4,4,N,52,"For profit - Corporation"
65383,3,2,5,5,4,N,24,"For profit - Corporation"
65384,3,2,4,3,4,N,47,"For profit - Corporation"
65386,3,2,5,5,4,N,68,"Government - State"
65387,5,4,5,5,5,N,52,"For profit - Partnership"
65388,5,4,5,5,4,N,52,"For profit - Corporation"
65390,4,3,5,5,3,N,72,"For profit - Partnership"
65391,4,3,4,5,4,N,58,"Government - State"
65392,5,4,5,5,3,N,46,"For profit - Corporation"
65393,5,5,5,5,2,N,45,"For profit - Corporation"
65394,4,3,5,5,4,N,96,"Government - State"
65395,5,4,5,5,5,N,22,"Non profit - Corporation"
65396,3,2,5,5,4,N,106,"For profit - Corporation"
65397,5,4,4,5,5,N,50,"For profit - Corporation"
65398,4,4,0,0,4,N,18,"For profit - Corporation"
65399,3,2,4,4,3,N,46,"For profit - Corporation"
65400,4,3,3,4,5,N,107,"For profit - Corporation"
65401,5,4,5,5,4,N,66,"For profit - Corporation"
65402,5,5,0,0,3,N,12,"For profit - Corporation"
65403,5,5,4,4,4,N,91,"For profit - Individual"
65404,5,5,5,5,4,N,41,"For profit - Corporation"
65405,2,2,3,3,2,N,83,"For profit - Corporation"
65406,4,4,4,4,2,N,36,"For profit - Partnership"
65407,5,5,5,5,5,N,30,"For profit - Corporation"
65408,3,2,4,5,4,N,54,"For profit - Partnership"
65409,0,0,0,0,0,N,3,"Non profit - Corporation"
65410,0,0,0,0,0,N,3,"For profit - Individual"
65411,0,0,0,0,0,N,3,"For profit - Corporation"
06A050,2,1,4,5,2,N,96,"Non profit - Corporation"
06A088,5,4,5,5,3,N,40,"Non profit - Other"
06A171,5,5,4,5,4,N,28,"Non profit - Corporation"
06A172,5,4,4,3,5,N,92,"For profit - Individual"
06A173,4,4,4,4,4,N,30,"Government - County"
06A175,5,3,4,3,5,N,23,"Government - Hospital district"
06A185,3,2,5,5,3,N,42,"Government - Hospital district"
06A190,5,4,5,5,4,N,104,"Government - State"
06A192,5,5,5,5,4,N,19,"Non profit - Other"
06A196,5,4,5,5,5,N,60,"Non profit - Corporation"
06A198,0,0,0,0,0,N,113,"For profit - Corporation"
75001,2,1,4,3,5,N,258,"For profit - Corporation"
75011,3,2,3,3,5,N,93,"For profit - Corporation"
75013,4,3,3,3,5,N,121,"For profit - Corporation"
75017,3,2,3,4,5,N,107,"For profit - Corporation"
75028,2,1,4,5,4,N,43,"For profit - Corporation"
75031,5,5,4,5,4,N,97,"For profit - Corporation"
75034,5,3,4,4,5,N,182,"For profit - Corporation"
75044,3,2,4,3,3,N,115,"For profit - Corporation"
75047,4,3,4,3,4,N,118,"For profit - Corporation"
75056,4,3,3,3,5,N,89,"For profit - Corporation"
75057,2,2,2,3,4,N,86,"For profit - Corporation"
75059,2,2,3,3,4,N,111,"For profit - Limited Liability company"
75060,2,2,3,4,4,N,120,"For profit - Corporation"
75061,5,3,4,3,5,N,147,"For profit - Corporation"
75063,5,4,4,4,5,N,180,"Non profit - Corporation"
75064,5,4,4,3,5,N,104,"For profit - Corporation"
75069,2,1,4,4,5,N,62,"For profit - Corporation"
75070,5,3,4,4,5,N,84,"For profit - Corporation"
75074,5,5,5,5,5,N,60,"For profit - Corporation"
75078,5,4,5,5,5,N,99,"For profit - Corporation"
75079,5,4,4,4,5,N,117,"For profit - Corporation"
75082,5,4,5,5,5,N,150,"For profit - Corporation"
75084,5,4,4,5,5,N,54,"For profit - Corporation"
75085,4,2,4,4,5,N,248,"Non profit - Church related"
75089,4,3,4,3,4,N,66,"For profit - Corporation"
75096,5,4,5,5,5,N,50,"For profit - Corporation"
75102,4,2,4,4,5,N,79,"For profit - Corporation"
75104,5,3,4,3,5,N,100,"For profit - Corporation"
75105,2,2,1,2,5,N,71,"For profit - Corporation"
75106,4,2,4,3,5,N,140,"For profit - Corporation"
75109,4,2,4,5,5,N,263,"Non profit - Corporation"
75111,3,2,4,5,4,N,58,"For profit - Corporation"
75113,5,4,5,5,5,N,76,"For profit - Partnership"
75117,5,4,5,5,5,N,157,"Government - City"
75135,3,2,5,5,4,N,371,"Non profit - Corporation"
75138,2,1,4,3,5,N,105,"For profit - Corporation"
75144,5,3,4,5,5,N,72,"For profit - Corporation"
75146,4,4,4,5,4,N,54,"For profit - Corporation"
75153,4,2,5,5,5,N,116,"Government - City"
75158,3,2,5,5,4,N,105,"For profit - Corporation"
75159,2,1,4,3,4,N,119,"For profit - Corporation"
75163,5,4,5,5,5,N,111,"Non profit - Other"
75181,4,4,4,4,4,N,103,"For profit - Corporation"
75182,2,1,1,2,5,N,115,"For profit - Corporation"
75183,2,1,4,4,4,N,120,"For profit - Corporation"
75185,3,2,3,3,5,N,90,"For profit - Corporation"
75192,4,4,3,3,3,N,112,"For profit - Corporation"
75195,4,4,3,3,4,N,123,"For profit - Corporation"
75196,3,3,3,3,4,N,123,"For profit - Corporation"
75198,4,3,4,3,4,N,93,"For profit - Corporation"
75200,4,2,4,4,5,N,108,"For profit - Partnership"
75201,3,3,2,3,4,N,84,"For profit - Corporation"
75202,4,3,4,4,4,N,104,"Non profit - Corporation"
75204,4,3,4,3,4,N,107,"For profit - Corporation"
75205,3,3,3,3,3,N,82,"For profit - Corporation"
75206,2,1,5,5,4,N,104,"For profit - Corporation"
75207,5,4,3,3,5,N,112,"For profit - Corporation"
75208,2,1,4,4,5,N,80,"For profit - Corporation"
75210,2,1,4,3,4,N,133,"For profit - Corporation"
75211,2,1,4,3,4,N,96,"For profit - Corporation"
75213,3,3,1,2,5,N,103,"For profit - Limited Liability company"
75214,4,3,5,5,4,N,63,"For profit - Corporation"
75216,5,4,4,5,5,N,109,"Non profit - Other"
75219,1,1,3,3,2,N,112,"For profit - Corporation"
75221,5,4,3,3,5,N,127,"For profit - Corporation"
75222,2,1,4,3,5,N,107,"For profit - Corporation"
75228,1,1,2,2,4,N,318,"For profit - Corporation"
75230,4,4,4,5,4,N,49,"For profit - Corporation"
75231,4,4,4,5,4,N,53,"For profit - Corporation"
75232,4,3,4,5,2,N,47,"For profit - Corporation"
75234,4,2,4,3,5,N,124,"For profit - Corporation"
75235,5,4,4,3,5,N,67,"For profit - Corporation"
75236,5,4,5,5,5,N,87,"Non profit - Corporation"
75237,3,2,4,3,4,N,105,"For profit - Corporation"
75238,5,4,3,3,5,N,119,"For profit - Corporation"
75239,5,4,3,4,5,N,99,"For profit - Corporation"
75240,3,3,3,4,3,N,111,"For profit - Corporation"
75241,5,4,4,4,5,N,118,"For profit - Corporation"
75243,5,4,5,5,4,N,70,"Non profit - Corporation"
75244,5,5,4,4,5,N,112,"For profit - Corporation"
75246,4,2,4,4,5,N,119,"For profit - Corporation"
75250,5,4,2,2,5,N,128,"For profit - Corporation"
75251,3,2,4,4,4,N,91,"For profit - Corporation"
75252,3,3,3,2,4,N,161,"For profit - Corporation"
75253,4,3,4,3,4,N,117,"For profit - Corporation"
75257,2,1,4,5,5,N,322,"For profit - Corporation"
75258,5,5,4,4,5,N,89,"For profit - Corporation"
75261,4,3,4,3,4,N,118,"For profit - Limited Liability company"
75263,2,1,4,3,4,N,152,"For profit - Corporation"
75264,2,1,3,3,5,N,145,"For profit - Corporation"
75265,4,3,4,5,4,N,85,"Non profit - Corporation"
75267,4,3,4,4,3,N,54,"For profit - Corporation"
75268,4,2,4,4,5,N,136,"For profit - Corporation"
75270,3,3,3,4,4,N,139,"For profit - Corporation"
75271,4,3,4,5,4,N,84,"For profit - Corporation"
75272,5,5,5,5,4,N,25,"Non profit - Corporation"
75274,2,1,4,4,4,N,136,"For profit - Corporation"
75275,5,3,4,4,5,N,97,"Non profit - Corporation"
75278,5,4,4,3,5,N,146,"For profit - Corporation"
75279,4,3,3,4,5,N,135,"For profit - Corporation"
75280,2,1,4,3,4,N,101,"For profit - Corporation"
75282,2,1,3,4,5,N,121,"For profit - Corporation"
75286,3,3,2,3,4,N,160,"For profit - Partnership"
75288,5,4,5,5,5,N,114,"Non profit - Corporation"
75290,5,4,5,5,5,N,41,"Non profit - Corporation"
75291,2,2,3,3,4,N,110,"For profit - Corporation"
75292,2,1,4,4,4,N,263,"For profit - Corporation"
75293,4,4,4,5,4,N,99,"Non profit - Corporation"
75294,3,2,3,3,5,N,85,"For profit - Corporation"
75295,4,3,5,5,3,N,80,"Non profit - Corporation"
75296,3,2,3,4,5,N,182,"For profit - Individual"
75299,5,4,4,3,5,N,212,"For profit - Corporation"
75300,2,1,4,3,5,N,91,"For profit - Corporation"
75301,5,4,5,5,5,N,55,"Non profit - Corporation"
75306,5,4,4,4,5,N,47,"Non profit - Corporation"
75307,5,5,4,4,5,N,76,"For profit - Corporation"
75309,4,2,5,5,5,N,182,"For profit - Partnership"
75310,3,3,3,3,4,N,81,"For profit - Corporation"
75312,4,3,4,3,4,N,96,"For profit - Corporation"
75313,5,4,3,4,5,N,121,"For profit - Corporation"
75314,3,2,2,2,5,N,124,"For profit - Corporation"
75316,5,4,4,5,5,N,101,"For profit - Corporation"
75317,4,2,4,4,5,N,139,"For profit - Partnership"
75318,5,4,5,5,5,N,31,"Non profit - Corporation"
75319,5,4,3,4,5,N,156,"For profit - Corporation"
75320,3,2,3,4,5,N,118,"For profit - Corporation"
75321,4,2,5,5,5,N,110,"Non profit - Corporation"
75322,5,5,5,5,5,N,40,"For profit - Corporation"
75323,4,2,4,4,5,N,149,"For profit - Corporation"
75324,5,3,4,3,5,N,122,"For profit - Corporation"
75325,5,3,4,4,5,N,89,"Non profit - Corporation"
75326,5,4,4,4,5,N,144,"Non profit - Corporation"
75327,4,3,3,4,5,N,50,"For profit - Corporation"
75328,5,4,4,5,5,N,37,"For profit - Individual"
75329,2,1,4,4,4,N,121,"Non profit - Corporation"
75330,4,2,4,3,5,N,136,"For profit - Corporation"
75331,5,4,4,5,5,N,84,"For profit - Corporation"
75332,4,2,4,4,5,N,148,"For profit - Corporation"
75333,5,4,4,5,5,N,113,"For profit - Partnership"
75334,5,3,4,4,5,N,108,"For profit - Partnership"
75335,5,4,5,5,4,N,56,"For profit - Corporation"
75336,5,4,5,5,4,N,124,"Non profit - Corporation"
75337,3,2,4,3,4,N,154,"For profit - Corporation"
75338,2,2,3,4,4,N,60,"For profit - Corporation"
75339,5,5,4,3,5,N,178,"For profit - Corporation"
75340,5,4,5,5,3,N,43,"For profit - Corporation"
75341,1,1,3,4,3,N,118,"For profit - Corporation"
75343,5,5,5,5,4,N,91,"Non profit - Other"
75345,2,2,3,3,4,N,93,"For profit - Corporation"
75346,5,4,5,5,5,N,20,"For profit - Corporation"
75347,5,3,4,5,5,N,119,"For profit - Corporation"
75348,2,1,4,3,4,N,165,"For profit - Individual"
75349,2,1,4,5,4,N,57,"For profit - Corporation"
75350,2,1,1,1,5,N,134,"For profit - Corporation"
75351,1,1,3,3,3,N,193,"For profit - Corporation"
75352,5,4,4,4,5,N,60,"Non profit - Other"
75353,5,3,4,4,5,N,351,"Non profit - Corporation"
75354,4,3,4,5,4,N,127,"For profit - Corporation"
75355,4,2,5,5,5,N,134,"Non profit - Corporation"
75356,5,4,4,4,5,N,58,"For profit - Corporation"
75358,2,1,4,5,2,N,46,"Non profit - Corporation"
75359,2,1,4,3,4,N,127,"For profit - Corporation"
75361,5,5,5,5,5,N,73,"Non profit - Corporation"
75362,4,4,4,5,4,N,47,"For profit - Corporation"
75365,5,3,5,5,5,N,56,"Non profit - Corporation"
75366,5,4,5,5,5,N,138,"For profit - Partnership"
75367,5,4,4,4,5,N,84,"For profit - Corporation"
75368,4,2,4,3,5,N,109,"For profit - Individual"
75369,3,2,4,4,4,N,218,"For profit - Corporation"
75370,4,2,4,3,5,N,203,"For profit - Corporation"
75371,2,1,4,4,5,N,109,"Non profit - Church related"
75373,5,4,4,4,5,N,72,"For profit - Individual"
75374,5,5,4,4,4,N,56,"Non profit - Corporation"
75375,5,5,4,5,5,N,125,"For profit - Limited Liability company"
75377,3,2,4,3,4,N,114,"For profit - Corporation"
75378,5,4,5,5,5,N,119,"Non profit - Corporation"
75379,2,1,4,5,5,N,73,"For profit - Corporation"
75380,2,2,2,3,4,N,67,"For profit - Corporation"
75381,3,3,3,2,4,N,132,"For profit - Partnership"
75382,3,2,4,5,3,N,126,"Non profit - Corporation"
75383,5,5,4,5,5,N,54,"Non profit - Corporation"
75384,5,4,4,4,5,N,78,"For profit - Corporation"
75386,5,5,4,4,4,N,124,"For profit - Partnership"
75387,2,1,5,5,5,N,145,"For profit - Corporation"
75388,5,3,4,5,5,N,52,"For profit - Corporation"
75389,2,1,4,4,3,N,108,"For profit - Corporation"
75390,3,2,3,3,5,N,123,"For profit - Corporation"
75391,2,1,4,5,3,N,60,"For profit - Corporation"
75393,4,2,4,5,5,N,57,"For profit - Corporation"
75394,2,1,4,4,5,N,103,"For profit - Corporation"
75395,3,2,4,4,4,N,119,"For profit - Corporation"
75396,5,3,4,4,5,N,100,"Non profit - Corporation"
75397,1,1,2,2,4,N,140,"For profit - Corporation"
75399,1,1,3,3,4,N,63,"For profit - Limited Liability company"
75400,4,2,5,5,5,N,132,"For profit - Partnership"
75402,5,5,5,5,5,N,95,"Non profit - Corporation"
75403,2,1,4,4,4,N,77,"For profit - Individual"
75404,5,4,2,2,5,N,130,"For profit - Corporation"
75405,4,3,4,4,4,N,82,"For profit - Corporation"
75407,4,4,4,4,4,N,62,"For profit - Corporation"
75408,2,1,4,5,3,N,29,"Non profit - Corporation"
75409,5,5,5,5,5,N,22,"Non profit - Church related"
75410,5,3,4,5,5,N,56,"For profit - Corporation"
75411,5,3,4,3,5,N,105,"Non profit - Corporation"
75412,5,5,5,5,3,N,38,"For profit - Corporation"
75413,3,2,3,3,5,N,137,"For profit - Corporation"
75414,5,5,5,5,5,N,87,"For profit - Corporation"
75415,5,4,4,4,5,N,82,"For profit - Corporation"
75416,5,3,5,5,5,N,137,"For profit - Corporation"
75417,2,1,4,3,5,N,108,"For profit - Corporation"
75418,5,4,3,4,5,N,86,"For profit - Corporation"
75419,2,1,4,3,5,N,99,"For profit - Corporation"
75420,3,2,4,4,4,N,143,"For profit - Corporation"
75421,5,3,5,5,5,N,48,"For profit - Corporation"
75422,4,2,4,4,5,N,83,"For profit - Corporation"
75423,4,3,4,4,4,N,171,"For profit - Corporation"
75425,2,1,4,3,4,N,95,"For profit - Corporation"
75426,5,5,5,5,4,N,34,"Non profit - Corporation"
75429,5,4,4,5,5,N,59,"For profit - Corporation"
75430,3,2,2,4,5,N,111,"For profit - Corporation"
75431,4,2,4,5,5,N,40,"For profit - Corporation"
75432,2,1,3,5,5,N,39,"For profit - Corporation"
75434,2,2,3,4,3,N,55,"For profit - Corporation"
75436,3,3,3,4,4,N,51,"For profit - Corporation"
75437,5,4,5,5,5,N,35,"For profit - Partnership"
75438,3,2,4,3,4,N,116,"For profit - Individual"
75439,5,4,5,5,5,N,27,"Non profit - Corporation"
75440,5,4,4,4,5,N,20,"For profit - Corporation"
75441,5,3,5,5,5,N,27,"For profit - Corporation"
85001,5,4,4,5,5,N,100,"Non profit - Corporation"
85002,5,4,2,4,5,N,137,"For profit - Corporation"
85003,5,5,5,5,5,N,43,"Non profit - Corporation"
85004,5,3,5,5,5,N,168,"For profit - Corporation"
85006,1,1,3,2,4,N,166,"For profit - Corporation"
85009,5,4,5,5,5,N,47,"Non profit - Other"
85010,4,3,3,5,5,N,132,"For profit - Corporation"
85013,2,1,4,4,4,N,94,"For profit - Corporation"
85015,4,3,4,5,4,N,110,"For profit - Corporation"
85017,5,4,5,5,5,N,43,"Non profit - Corporation"
85019,5,4,5,5,3,N,57,"For profit - Corporation"
85020,2,1,4,3,4,N,130,"For profit - Partnership"
85021,5,4,4,3,5,N,99,"For profit - Corporation"
85022,3,2,5,5,4,N,63,"Government - State"
85025,5,4,4,5,5,N,90,"Non profit - Corporation"
85026,5,5,5,5,2,N,39,"For profit - Partnership"
85027,3,2,4,4,4,N,111,"For profit - Corporation"
85028,4,2,4,4,5,N,116,"For profit - Corporation"
85029,4,3,4,4,4,N,126,"For profit - Corporation"
85032,5,3,4,5,5,N,51,"Non profit - Corporation"
85033,2,2,3,3,4,N,153,"For profit - Corporation"
85034,2,1,4,4,4,N,169,"For profit - Corporation"
85035,2,1,5,5,4,N,146,"Government - State"
85036,2,1,4,4,5,N,65,"For profit - Corporation"
85037,4,4,4,3,3,N,169,"For profit - Corporation"
85039,4,3,3,4,5,N,108,"For profit - Corporation"
85040,3,2,4,4,3,N,104,"For profit - Corporation"
85041,2,1,1,2,5,N,81,"For profit - Partnership"
85042,2,1,4,5,5,Y,83,"Non profit - Church related"
85043,3,2,4,4,3,N,87,"Non profit - Corporation"
85047,3,2,4,4,4,N,92,"Non profit - Corporation"
85048,5,3,4,4,5,N,117,"For profit - Corporation"
85050,5,4,4,5,5,N,108,"For profit - Corporation"
85051,3,2,5,5,4,N,132,"Government - State"
85052,4,2,4,4,5,N,118,"For profit - Corporation"
85053,5,4,5,5,5,N,37,"Non profit - Other"
85054,4,3,4,4,4,N,121,"For profit - Corporation"
85055,5,4,5,5,5,N,16,"For profit - Corporation"
85056,4,3,4,4,4,N,94,"For profit - Corporation"
08A006,5,5,5,5,4,N,40,"Non profit - Corporation"
08A015,5,5,5,5,5,N,32,"Non profit - Corporation"
8.00E+29,5,3,5,5,5,N,67,"Government - State"
95005,3,2,5,5,4,N,175,"Non profit - Corporation"
95014,5,3,4,4,5,N,240,"Non profit - Corporation"
95015,4,2,4,4,5,N,156,"Non profit - Corporation"
95019,2,1,3,3,5,N,278,"For profit - Corporation"
95020,5,4,4,4,5,N,146,"Non profit - Corporation"
95021,5,4,5,5,4,N,23,"For profit - Corporation"
95022,3,2,4,4,4,N,350,"For profit - Corporation"
95024,3,2,4,5,4,N,57,"For profit - Partnership"
95025,5,4,5,5,5,N,58,"Non profit - Corporation"
95026,4,3,5,5,4,N,51,"Non profit - Corporation"
95027,2,1,5,5,5,N,114,"For profit - Partnership"
95028,5,3,4,4,5,N,51,"Non profit - Church related"
95030,5,4,5,5,5,N,40,"Non profit - Other"
95031,5,3,4,3,5,N,167,"For profit - Partnership"
95034,4,2,5,5,5,N,249,"Non profit - Corporation"
95036,5,5,4,4,5,N,218,"For profit - Corporation"
95038,4,3,5,5,4,N,49,"Non profit - Corporation"
95039,2,1,4,4,5,N,98,"Non profit - Corporation"
9.00E+20,5,5,0,0,5,N,36,"For profit - Partnership"
105001,4,4,4,4,4,N,88,"For profit - Corporation"
105002,4,4,4,2,3,N,78,"For profit - Corporation"
105005,4,4,1,1,5,N,83,"For profit - Corporation"
105008,5,3,4,4,5,N,95,"Non profit - Corporation"
105009,3,2,3,3,5,N,66,"For profit - Corporation"
105012,3,3,0,0,4,N,55,"For profit - Corporation"
105016,5,5,4,4,5,N,170,"Non profit - Corporation"
105021,4,3,4,3,4,N,126,"For profit - Corporation"
105029,2,1,4,4,5,N,116,"Non profit - Corporation"
105030,2,1,4,2,4,N,394,"Non profit - Corporation"
105037,2,1,4,3,3,N,101,"For profit - Corporation"
105038,4,3,4,4,4,N,147,"For profit - Corporation"
105039,2,1,4,4,5,N,96,"Non profit - Corporation"
105045,4,4,2,1,4,N,153,"For profit - Corporation"
105047,5,4,4,4,5,N,45,"Non profit - Corporation"
105050,4,3,4,2,3,N,98,"For profit - Corporation"
105052,4,4,2,4,2,N,129,"For profit - Corporation"
105057,3,2,4,3,4,N,43,"For profit - Corporation"
105067,4,2,4,3,5,N,150,"For profit - Corporation"
105071,5,5,3,2,5,N,86,"For profit - Corporation"
105072,3,2,4,3,4,N,151,"For profit - Corporation"
105083,4,3,4,3,4,N,127,"For profit - Corporation"
105089,4,3,4,3,3,N,116,"For profit - Corporation"
105101,4,2,4,4,5,N,37,"For profit - Corporation"
105117,2,1,5,5,5,N,51,"Non profit - Other"
105119,4,2,4,4,5,N,124,"For profit - Corporation"
105120,5,3,4,3,5,N,78,"For profit - Corporation"
105125,2,1,4,4,5,N,92,"For profit - Corporation"
105128,5,4,4,4,5,N,116,"Non profit - Corporation"
105132,2,1,3,2,5,N,88,"For profit - Corporation"
105135,4,3,3,2,5,N,210,"For profit - Corporation"
105138,3,3,4,3,4,Y,111,"For profit - Corporation"
105140,4,2,4,3,5,N,225,"For profit - Corporation"
105145,5,5,4,4,4,N,104,"For profit - Individual"
105146,5,4,4,4,5,N,70,"For profit - Corporation"
105147,4,4,4,2,4,N,179,"Non profit - Corporation"
105148,5,4,4,3,5,N,72,"For profit - Corporation"
105149,5,4,4,3,5,N,37,"For profit - Corporation"
105152,5,4,4,4,5,N,111,"For profit - Corporation"
105153,5,4,4,3,5,N,72,"For profit - Corporation"
105155,2,1,4,4,4,N,125,"Non profit - Other"
105158,5,5,5,5,3,N,35,"Non profit - Corporation"
105159,5,4,5,5,3,N,54,"For profit - Corporation"
105166,4,4,3,2,4,N,106,"For profit - Individual"
105172,5,4,4,3,5,N,122,"For profit - Corporation"
105175,4,2,4,3,5,N,104,"For profit - Individual"
105176,2,1,4,5,5,N,132,"Non profit - Corporation"
105178,4,2,4,3,5,N,93,"For profit - Corporation"
105190,2,3,1,2,3,N,119,"For profit - Corporation"
105193,2,1,4,3,4,N,128,"For profit - Corporation"
105196,5,4,4,3,5,N,96,"For profit - Corporation"
105202,4,2,4,4,5,N,88,"For profit - Corporation"
105205,5,3,4,4,5,N,73,"For profit - Corporation"
105207,2,1,4,4,3,N,108,"For profit - Corporation"
105210,3,4,4,3,1,N,49,"Non profit - Corporation"
105217,2,1,4,3,5,N,92,"For profit - Corporation"
105219,4,2,4,4,5,N,104,"Non profit - Corporation"
105227,5,3,4,3,5,N,202,"For profit - Corporation"
105228,1,1,0,0,1,N,53,"Non profit - Corporation"
105229,5,5,4,3,5,N,176,"Non profit - Corporation"
105232,4,2,4,3,5,N,206,"Non profit - Corporation"
105234,2,1,3,4,5,N,150,"Non profit - Corporation"
105237,5,3,4,3,5,N,108,"For profit - Individual"
105238,1,1,2,1,4,N,118,"For profit - Corporation"
105248,5,4,4,4,5,N,155,"For profit - Corporation"
105250,2,1,4,4,4,N,97,"For profit - Corporation"
105251,3,2,4,4,2,N,103,"For profit - Corporation"
105252,3,2,5,5,4,N,146,"Government - County"
105255,5,3,4,4,5,N,145,"Non profit - Other"
105257,1,1,3,2,4,N,161,"For profit - Partnership"
105258,4,3,2,4,5,N,77,"For profit - Partnership"
105259,5,3,4,3,5,N,86,"For profit - Corporation"
105261,4,3,3,3,5,N,50,"Non profit - Corporation"
105262,5,4,5,5,5,N,50,"Non profit - Corporation"
105265,5,3,4,3,5,N,102,"Non profit - Corporation"
105267,5,5,4,4,4,N,117,"For profit - Corporation"
105268,4,3,3,2,5,N,102,"For profit - Corporation"
105269,4,3,2,2,5,N,115,"Non profit - Corporation"
105271,4,3,4,3,4,N,98,"Non profit - Corporation"
105274,5,3,4,3,5,N,98,"Non profit - Corporation"
105275,2,1,2,2,5,N,84,"For profit - Corporation"
105277,2,1,4,4,4,N,84,"For profit - Corporation"
105280,5,3,4,3,5,N,108,"Non profit - Corporation"
105282,2,1,4,3,5,N,99,"For profit - Corporation"
105283,4,2,4,3,5,N,105,"Non profit - Other"
105285,3,2,3,2,5,N,110,"Non profit - Corporation"
105286,4,2,4,3,5,N,100,"Non profit - Corporation"
105287,4,2,4,3,5,N,152,"For profit - Corporation"
105289,4,2,4,3,5,N,123,"For profit - Partnership"
105291,4,4,2,1,4,N,98,"For profit - Corporation"
105292,3,2,2,2,5,N,53,"For profit - Corporation"
105293,3,2,3,2,5,N,112,"Non profit - Other"
105295,4,3,4,4,4,N,99,"For profit - Corporation"
105296,5,4,5,5,5,N,78,"For profit - Corporation"
105297,5,4,2,1,5,N,148,"Non profit - Corporation"
105298,4,2,4,3,5,N,151,"For profit - Corporation"
105299,4,2,4,4,5,N,223,"Non profit - Other"
105300,4,4,4,2,4,N,111,"For profit - Corporation"
105301,4,4,4,5,4,N,247,"For profit - Corporation"
105302,1,1,3,2,4,N,92,"For profit - Corporation"
105304,5,3,4,3,5,N,101,"For profit - Corporation"
105305,2,2,3,2,4,N,117,"For profit - Individual"
105307,4,3,3,3,5,N,104,"For profit - Corporation"
105308,5,5,2,1,5,N,88,"For profit - Corporation"
105310,1,1,1,1,3,N,115,"For profit - Corporation"
105311,2,1,4,3,5,N,122,"For profit - Corporation"
105315,3,3,2,1,4,N,117,"For profit - Corporation"
105317,3,3,2,1,4,N,109,"For profit - Corporation"
105319,5,3,5,5,5,N,102,"For profit - Partnership"
105320,4,3,4,4,3,N,116,"For profit - Corporation"
105321,4,5,1,1,4,N,165,"For profit - Corporation"
105323,2,1,4,3,5,N,56,"For profit - Corporation"
105324,4,4,4,3,4,N,99,"For profit - Corporation"
105325,2,1,4,3,2,N,106,"For profit - Corporation"
105326,5,5,4,4,4,N,34,"Non profit - Corporation"
105327,2,1,4,4,5,N,198,"Non profit - Other"
105328,4,4,4,3,4,N,103,"For profit - Corporation"
105329,3,2,3,1,5,N,193,"For profit - Partnership"
105331,4,2,5,5,5,N,72,"Non profit - Corporation"
105332,4,4,3,3,4,N,90,"For profit - Corporation"
105333,3,2,3,2,5,N,108,"For profit - Corporation"
105335,4,3,4,4,4,N,96,"Non profit - Corporation"
105336,5,4,4,3,5,N,117,"For profit - Corporation"
105342,4,3,4,4,4,N,105,"Non profit - Corporation"
105343,3,2,3,2,5,N,101,"Non profit - Other"
105346,3,3,3,2,4,N,80,"For profit - Corporation"
105349,4,4,4,2,3,N,110,"Non profit - Corporation"
105350,5,5,5,5,3,N,67,"For profit - Corporation"
105351,3,2,4,3,4,N,156,"Non profit - Corporation"
105352,2,1,3,2,5,N,79,"For profit - Corporation"
105353,2,2,3,3,4,N,186,"Non profit - Church related"
105354,4,3,4,4,4,N,163,"For profit - Corporation"
105355,5,4,4,3,5,N,67,"Non profit - Corporation"
105356,3,2,3,2,5,N,267,"For profit - Corporation"
105358,5,3,4,4,5,N,232,"Non profit - Corporation"
105360,4,3,3,3,5,N,104,"For profit - Corporation"
105362,5,4,4,3,5,N,67,"For profit - Corporation"
105363,2,1,3,2,5,N,133,"For profit - Corporation"
105364,3,3,3,2,4,N,141,"For profit - Corporation"
105365,5,4,4,4,5,N,199,"For profit - Corporation"
105366,3,3,2,2,2,N,111,"For profit - Corporation"
105371,4,2,4,3,5,N,177,"Non profit - Church related"
