provnum,overall_rating,survey_rating,staffing_rating,RN_staffing_rating,quality_rating,ssf,restot,ownership
495131,5,5,3,4,5,N,102,"For profit - Corporation"
495133,4,2,4,3,5,N,163,"For profit - Corporation"
495134,1,1,2,2,2,N,107,"For profit - Corporation"
45170,5,3,4,3,5,N,75,"For profit - Corporation"
495135,4,4,2,2,2,N,160,"For profit - Corporation"
495139,2,2,2,2,4,N,103,"For profit - Partnership"
495140,5,4,2,2,5,N,103,"For profit - Corporation"
495141,4,4,2,3,4,N,104,"For profit - Corporation"
495142,2,1,2,3,5,N,145,"For profit - Corporation"
495143,1,1,1,2,4,N,128,"For profit - Corporation"
495144,4,3,2,2,5,N,113,"For profit - Corporation"
495146,2,3,1,2,4,N,102,"For profit - Corporation"
495147,4,3,3,4,5,N,90,"For profit - Corporation"
495149,3,3,3,3,4,N,106,"For profit - Corporation"
45172,1,2,1,1,3,N,62,"Government - City"
495150,4,2,4,2,5,N,136,"For profit - Corporation"
495151,2,2,3,3,4,N,101,"For profit - Corporation"
495152,4,4,3,2,3,N,142,"For profit - Corporation"
495153,2,1,2,2,5,N,126,"For profit - Corporation"
495155,3,3,3,3,4,N,189,"For profit - Corporation"
495156,2,2,3,4,4,N,81,"For profit - Corporation"
495157,5,5,4,3,5,N,121,"For profit - Corporation"
495160,5,3,5,5,5,N,36,"Non profit - Corporation"
495165,5,4,5,5,5,N,36,"Non profit - Church related"
495166,1,1,2,2,3,N,47,"For profit - Partnership"
45173,5,4,4,3,5,N,89,"For profit - Corporation"
495167,4,5,5,5,1,N,5,"For profit - Corporation"
495168,2,2,2,4,4,N,74,"For profit - Corporation"
495171,5,4,5,5,5,N,66,"Non profit - Church related"
495173,1,1,3,3,4,N,175,"Non profit - Corporation"
495174,2,1,4,4,5,N,130,"For profit - Partnership"
495175,3,3,3,2,3,N,47,"For profit - Corporation"
495177,1,1,3,1,4,N,108,"Non profit - Corporation"
495178,1,1,3,4,4,N,114,"For profit - Partnership"
495179,2,1,2,2,5,N,167,"For profit - Corporation"
495181,5,5,0,0,2,N,5,"For profit - Corporation"
45176,3,4,1,1,4,N,79,"For profit - Corporation"
495183,5,4,4,4,5,N,55,"Non profit - Corporation"
495184,5,5,5,5,5,N,9,"Non profit - Corporation"
495185,1,1,1,2,4,N,104,"For profit - Partnership"
495186,5,4,4,3,5,N,112,"Non profit - Corporation"
495187,3,2,4,4,4,N,59,"For profit - Corporation"
495188,5,4,2,3,5,N,55,"For profit - Partnership"
495189,4,3,5,5,3,N,47,"For profit - Partnership"
495190,2,2,2,2,4,N,89,"For profit - Corporation"
495191,3,4,1,2,3,N,51,"For profit - Corporation"
495192,3,3,1,2,5,N,75,"For profit - Partnership"
45177,2,1,4,3,3,N,50,"For profit - Corporation"
495193,2,1,4,4,5,N,104,"For profit - Partnership"
495194,4,3,4,3,4,N,94,"For profit - Corporation"
495196,4,3,4,3,4,N,96,"For profit - Corporation"
495197,4,4,4,4,4,N,51,"For profit - Corporation"
495199,2,2,2,2,4,N,52,"For profit - Corporation"
495200,2,2,3,4,4,N,60,"For profit - Corporation"
495201,3,2,3,4,5,N,108,"Non profit - Corporation"
495202,5,5,5,5,4,N,88,"For profit - Corporation"
495203,3,2,2,2,5,N,104,"For profit - Corporation"
495204,5,4,2,2,5,N,101,"Non profit - Church related"
45178,2,1,4,4,2,N,26,"Non profit - Corporation"
495205,5,3,5,5,5,N,109,"For profit - Corporation"
495206,3,3,2,2,4,N,102,"For profit - Corporation"
495207,5,5,3,3,4,N,116,"For profit - Partnership"
495209,5,4,4,4,5,N,107,"For profit - Individual"
495210,4,4,3,3,4,N,131,"For profit - Corporation"
495211,5,4,5,5,5,N,72,"For profit - Partnership"
495213,5,5,4,4,4,N,45,"For profit - Corporation"
495214,5,4,5,5,2,N,13,"Non profit - Corporation"
495215,3,2,3,3,5,N,103,"Non profit - Corporation"
495216,5,5,4,4,3,N,109,"For profit - Corporation"
45180,1,1,3,2,1,N,60,"For profit - Corporation"
495217,3,2,3,4,5,N,132,"For profit - Corporation"
495218,4,4,3,4,3,N,49,"Non profit - Corporation"
495220,3,2,3,3,5,N,52,"Non profit - Corporation"
495221,5,4,4,5,5,N,49,"Non profit - Corporation"
495223,2,1,3,3,5,N,179,"For profit - Corporation"
495225,5,5,0,0,5,N,7,"Non profit - Corporation"
495226,3,3,1,1,5,N,67,"For profit - Corporation"
495227,5,4,4,4,5,N,209,"For profit - Corporation"
495229,3,2,5,5,3,N,14,"Non profit - Corporation"
495230,1,2,1,2,4,N,58,"For profit - Corporation"
45181,2,1,4,3,4,N,53,"For profit - Corporation"
495232,4,2,4,4,5,N,54,"For profit - Corporation"
495233,4,2,4,3,5,N,105,"For profit - Corporation"
495234,4,4,2,3,3,N,89,"For profit - Corporation"
495235,1,1,2,2,4,N,125,"For profit - Corporation"
495236,3,2,2,2,5,N,76,"For profit - Corporation"
495237,2,1,4,3,3,N,184,"For profit - Corporation"
495240,1,1,2,2,3,N,138,"For profit - Corporation"
495241,4,4,2,3,4,N,118,"For profit - Corporation"
495242,5,5,2,3,4,N,56,"For profit - Corporation"
495243,1,1,2,2,3,N,158,"For profit - Partnership"
45182,2,1,4,3,5,N,78,"For profit - Corporation"
495244,3,3,2,2,4,N,71,"For profit - Corporation"
495245,1,1,2,2,2,Y,47,"Non profit - Corporation"
495246,3,3,3,4,4,N,110,"For profit - Corporation"
495247,4,4,4,4,4,N,134,"For profit - Corporation"
495248,3,2,4,5,3,N,114,"For profit - Partnership"
495249,4,3,4,3,4,N,104,"For profit - Corporation"
495250,2,2,2,4,4,N,112,"For profit - Corporation"
495252,1,1,1,1,3,N,117,"For profit - Partnership"
495253,4,3,3,3,5,N,111,"For profit - Corporation"
495254,2,1,5,5,5,N,27,"For profit - Corporation"
45183,5,4,4,4,5,N,104,"For profit - Corporation"
495255,4,3,4,3,3,N,101,"For profit - Corporation"
495256,3,3,2,1,4,N,106,"For profit - Corporation"
495257,2,1,3,3,5,N,116,"For profit - Corporation"
495258,4,4,4,3,4,N,114,"For profit - Corporation"
495259,3,4,1,2,2,N,107,"For profit - Corporation"
495260,1,1,2,1,4,N,107,"For profit - Corporation"
495261,2,1,3,4,5,N,150,"For profit - Partnership"
495262,4,4,4,3,4,N,52,"For profit - Corporation"
495264,2,2,2,3,4,N,52,"For profit - Corporation"
495266,4,2,5,5,5,N,101,"For profit - Corporation"
45184,5,5,4,3,5,N,62,"Non profit - Corporation"
495267,2,1,4,4,4,N,110,"For profit - Individual"
495268,3,4,1,1,4,N,63,"For profit - Corporation"
495269,5,3,4,5,5,N,27,"For profit - Corporation"
495270,3,4,1,2,4,N,107,"Non profit - Corporation"
495271,4,5,5,5,1,N,10,"For profit - Corporation"
495272,1,1,3,3,4,N,172,"For profit - Corporation"
495273,2,1,1,1,5,N,211,"For profit - Corporation"
495274,5,4,4,2,5,N,152,"Government - State"
495275,5,5,5,5,5,N,97,"Non profit - Other"
495276,2,1,4,4,5,N,162,"For profit - Corporation"
45187,3,2,4,4,4,N,88,"For profit - Corporation"
495277,4,4,3,2,3,N,131,"For profit - Corporation"
495279,3,2,3,3,5,N,149,"For profit - Corporation"
495280,5,3,4,4,5,N,57,"Non profit - Corporation"
495281,2,3,1,1,3,N,284,"For profit - Corporation"
495282,5,3,4,4,5,N,86,"For profit - Corporation"
495283,4,3,2,3,5,N,116,"For profit - Corporation"
495286,3,3,3,3,3,N,145,"For profit - Corporation"
495287,1,1,1,2,4,N,80,"Non profit - Corporation"
495288,3,2,3,2,5,N,45,"For profit - Corporation"
495291,3,2,4,2,4,N,101,"Non profit - Corporation"
45189,5,4,4,4,5,N,66,"For profit - Corporation"
495292,4,3,4,5,4,N,48,"For profit - Partnership"
495293,5,5,4,3,5,N,165,"For profit - Corporation"
495294,4,4,3,4,3,N,85,"For profit - Corporation"
495295,5,4,3,3,5,N,171,"For profit - Partnership"
495296,5,5,4,3,4,N,82,"For profit - Partnership"
495297,3,3,3,3,4,N,107,"For profit - Corporation"
495299,1,2,1,1,3,N,174,"For profit - Corporation"
495300,5,4,3,3,5,N,88,"For profit - Corporation"
495301,5,5,1,2,5,N,58,"For profit - Corporation"
495302,2,1,4,4,3,N,71,"For profit - Corporation"
45190,3,2,4,3,4,N,59,"For profit - Corporation"
495303,4,3,3,3,5,N,57,"Non profit - Other"
495305,1,2,1,1,4,N,150,"For profit - Corporation"
495306,4,4,3,3,4,N,168,"For profit - Corporation"
495308,4,2,4,3,5,N,113,"Non profit - Corporation"
495309,5,3,4,4,5,N,54,"For profit - Corporation"
495311,4,3,4,3,4,N,29,"Non profit - Church related"
495312,5,3,4,4,5,N,59,"Non profit - Corporation"
495315,2,2,2,3,3,N,86,"For profit - Corporation"
495316,4,4,4,4,3,N,118,"Non profit - Corporation"
495317,2,2,1,1,5,N,58,"For profit - Corporation"
45191,2,1,4,3,4,N,37,"Non profit - Corporation"
495318,2,1,2,1,5,N,89,"For profit - Corporation"
495319,5,3,5,5,5,N,44,"Non profit - Corporation"
495320,2,2,1,1,5,N,82,"For profit - Corporation"
495321,1,1,2,4,3,N,58,"For profit - Corporation"
495323,3,3,2,2,4,N,59,"For profit - Corporation"
495324,4,4,4,3,3,N,41,"For profit - Corporation"
495325,5,4,2,3,5,N,97,"For profit - Corporation"
495326,2,1,1,1,5,N,168,"For profit - Corporation"
495327,2,1,2,3,5,N,168,"For profit - Corporation"
495328,4,3,2,2,5,N,57,"For profit - Corporation"
45192,1,1,1,1,4,N,93,"For profit - Corporation"
495330,4,4,4,3,4,N,111,"For profit - Corporation"
495331,5,3,4,3,5,N,103,"For profit - Corporation"
495332,2,2,3,3,4,N,89,"Non profit - Corporation"
495333,4,4,4,4,4,N,123,"For profit - Corporation"
495334,1,1,3,4,4,N,124,"Non profit - Corporation"
495336,3,2,2,4,5,N,109,"For profit - Corporation"
495337,2,1,3,2,5,N,119,"For profit - Corporation"
495338,1,1,1,2,4,N,103,"For profit - Corporation"
495339,4,4,3,4,4,N,118,"For profit - Corporation"
495340,3,3,2,2,3,N,98,"For profit - Corporation"
45194,2,2,3,2,3,N,59,"For profit - Corporation"
495342,5,4,4,4,5,N,56,"For profit - Corporation"
495343,2,2,2,3,4,N,75,"For profit - Partnership"
495344,1,1,1,1,4,N,114,"For profit - Corporation"
495345,1,1,2,3,4,N,108,"For profit - Corporation"
495346,5,5,5,5,4,N,16,"Non profit - Church related"
495347,2,2,1,1,5,N,108,"For profit - Corporation"
495348,1,2,1,1,4,N,87,"For profit - Corporation"
495349,3,2,5,5,3,N,126,"For profit - Corporation"
495350,2,3,1,2,2,N,83,"For profit - Corporation"
495352,2,3,1,1,2,N,108,"For profit - Corporation"
45195,4,4,4,3,4,N,104,"For profit - Corporation"
495353,4,4,3,2,4,N,151,"For profit - Corporation"
495354,5,4,0,0,5,N,123,"Non profit - Corporation"
495355,3,3,3,3,3,N,80,"For profit - Corporation"
495356,2,3,1,1,3,N,130,"For profit - Corporation"
495357,4,4,1,1,5,N,69,"Non profit - Corporation"
495358,3,2,4,3,4,N,95,"For profit - Partnership"
495359,4,3,4,3,4,N,154,"For profit - Corporation"
495360,5,4,2,4,5,N,60,"For profit - Corporation"
495361,2,2,1,1,5,N,113,"For profit - Corporation"
495362,2,1,4,3,4,N,179,"For profit - Corporation"
45196,4,3,4,2,2,N,108,"For profit - Corporation"
495363,4,3,3,3,5,N,114,"Non profit - Corporation"
495364,3,2,3,4,5,N,71,"Non profit - Corporation"
495365,5,5,3,3,5,N,47,"Non profit - Corporation"
495366,3,2,5,5,4,N,33,"Non profit - Corporation"
495367,4,4,3,3,4,N,65,"For profit - Corporation"
495368,4,4,4,4,4,N,48,"For profit - Corporation"
495369,5,3,4,4,5,N,58,"Non profit - Other"
495370,3,2,5,5,4,N,116,"For profit - Corporation"
495371,3,3,2,1,4,N,105,"Non profit - Corporation"
495372,2,1,2,2,5,N,171,"Non profit - Corporation"
45197,5,5,4,3,5,N,72,"For profit - Corporation"
495373,5,5,4,3,4,N,57,"Non profit - Church related"
495374,3,2,5,5,3,N,34,"For profit - Corporation"
495375,2,1,3,3,5,N,92,"For profit - Corporation"
495377,2,2,2,2,4,N,111,"For profit - Corporation"
495378,5,5,4,3,4,N,111,"For profit - Partnership"
495379,5,3,4,3,5,N,146,"Non profit - Corporation"
495380,2,1,2,2,5,N,112,"For profit - Partnership"
495381,4,4,2,2,4,N,115,"Non profit - Corporation"
495383,4,4,4,4,4,N,48,"For profit - Corporation"
495384,3,4,3,3,1,N,92,"Non profit - Corporation"
45198,3,2,5,5,3,N,17,"Non profit - Corporation"
495385,3,2,4,4,4,N,112,"Non profit - Corporation"
495386,5,4,3,3,5,N,85,"For profit - Corporation"
495387,5,4,4,4,5,N,73,"Non profit - Corporation"
495388,1,1,3,2,3,N,106,"For profit - Corporation"
495389,4,3,3,4,5,N,59,"For profit - Corporation"
495390,4,3,4,3,4,N,175,"Government - City/county"
495391,5,3,4,4,5,N,94,"For profit - Corporation"
495392,5,4,4,4,5,N,84,"Non profit - Corporation"
495393,5,3,4,4,5,N,158,"Government - State"
495394,4,2,4,3,5,N,98,"For profit - Corporation"
45199,4,4,4,3,4,N,99,"For profit - Corporation"
495395,5,3,4,4,5,N,32,"Non profit - Corporation"
495396,3,2,4,3,4,N,127,"For profit - Partnership"
495397,5,4,5,5,5,N,49,"Non profit - Corporation"
495398,4,2,4,5,5,N,59,"For profit - Corporation"
495399,3,2,2,2,5,N,74,"For profit - Corporation"
495400,5,5,5,5,5,N,31,"Non profit - Corporation"
495401,2,2,2,2,4,N,86,"For profit - Corporation"
495402,5,3,5,5,5,N,9,"Non profit - Corporation"
495403,4,4,4,3,4,N,90,"Non profit - Church related"
495404,5,5,5,5,4,N,30,"Non profit - Corporation"
45201,4,2,4,3,5,N,81,"For profit - Corporation"
495405,5,4,5,5,4,N,18,"Non profit - Corporation"
495406,5,5,5,5,4,N,48,"Non profit - Corporation"
495407,2,1,4,3,5,N,78,"For profit - Partnership"
495408,5,4,4,4,5,N,31,"Non profit - Corporation"
495409,2,2,3,3,4,N,108,"For profit - Corporation"
495410,5,4,4,4,5,N,44,"Non profit - Corporation"
495411,1,1,1,1,4,N,85,"For profit - Corporation"
495412,3,3,3,3,3,N,76,"For profit - Corporation"
495413,4,3,4,3,4,N,141,"For profit - Corporation"
495414,0,0,0,0,0,N,1,"Non profit - Corporation"
45202,2,1,4,3,5,N,79,"For profit - Corporation"
495415,0,0,0,0,0,N,1,"Non profit - Church related"
495416,0,0,0,0,0,N,7,"Non profit - Corporation"
49A007,4,3,5,5,3,N,29,"Non profit - Church related"
49A022,5,5,5,5,5,N,37,"Non profit - Corporation"
49A040,4,2,5,5,5,N,77,"Government - State"
4.90E+05,3,2,2,1,5,N,89,"Government - County"
4.90E+51,5,4,4,4,5,N,38,"Non profit - Church related"
4.90E+76,3,2,4,3,4,N,70,"For profit - Corporation"
4.90E+77,5,5,5,5,5,N,43,"Non profit - Corporation"
4.90E+85,5,4,2,1,5,N,130,"Non profit - Corporation"
45203,4,3,4,2,2,N,90,"For profit - Corporation"
4.90E+112,2,1,4,4,5,N,58,"For profit - Individual"
4.90E+132,4,4,0,0,4,N,20,"Government - State"
4.90E+152,4,3,5,5,4,N,32,"Non profit - Corporation"
4.90E+186,3,3,2,3,4,N,58,"Non profit - Corporation"
4.90E+216,4,4,2,3,4,N,60,"Non profit - Corporation"
4.90E+257,4,4,4,4,4,N,30,"Non profit - Church related"
505004,5,4,5,5,5,N,103,"For profit - Corporation"
505009,5,5,4,4,5,N,101,"For profit - Corporation"
505010,3,2,4,3,4,N,92,"Non profit - Corporation"
505016,3,2,4,5,4,N,84,"For profit - Corporation"
45207,5,4,4,4,5,N,71,"For profit - Corporation"
505017,5,3,4,4,5,N,137,"Non profit - Corporation"
505024,3,2,3,4,5,N,95,"For profit - Corporation"
505027,2,1,5,5,5,N,29,"Non profit - Corporation"
505033,4,3,5,5,4,N,40,"Non profit - Church related"
505042,2,1,4,5,4,N,128,"For profit - Corporation"
505059,5,5,5,5,5,N,139,"Non profit - Corporation"
505069,4,2,4,5,5,N,137,"Non profit - Corporation"
505070,5,3,4,5,5,N,73,"For profit - Corporation"
505074,4,3,5,5,4,N,81,"For profit - Corporation"
505075,2,1,5,5,4,N,73,"For profit - Corporation"
45208,4,4,4,3,4,N,63,"For profit - Corporation"
505080,3,2,4,5,2,N,88,"For profit - Corporation"
505081,4,4,4,5,4,N,74,"For profit - Corporation"
505085,3,2,4,4,4,N,71,"For profit - Corporation"
505086,3,2,5,5,4,N,87,"For profit - Corporation"
505092,3,4,1,2,4,N,91,"For profit - Corporation"
505093,4,4,4,3,4,N,113,"For profit - Corporation"
505096,1,1,2,4,4,N,61,"For profit - Corporation"
505098,3,2,4,4,4,N,46,"For profit - Corporation"
505099,4,3,4,5,4,N,84,"Non profit - Corporation"
505114,4,2,5,5,5,N,85,"For profit - Corporation"
45209,4,3,3,2,5,N,130,"For profit - Corporation"
505123,3,2,2,2,5,N,88,"For profit - Corporation"
505126,3,2,5,5,4,N,79,"For profit - Corporation"
505128,5,3,4,5,5,N,89,"For profit - Corporation"
505140,4,4,3,4,4,N,42,"For profit - Corporation"
505151,3,2,4,5,2,N,55,"For profit - Corporation"
505154,1,1,3,4,2,N,98,"For profit - Corporation"
505181,3,2,4,5,4,N,77,"For profit - Corporation"
505182,4,3,4,5,4,N,190,"Non profit - Church related"
505183,2,1,4,5,4,N,59,"For profit - Corporation"
505185,2,1,3,4,5,N,86,"For profit - Corporation"
45211,4,4,4,3,4,N,114,"For profit - Corporation"
505188,2,1,4,4,5,N,106,"For profit - Corporation"
505195,2,1,2,3,5,N,78,"For profit - Corporation"
505202,2,1,4,4,3,N,89,"For profit - Corporation"
505204,5,5,4,4,4,N,104,"For profit - Corporation"
505206,1,1,2,3,4,N,68,"For profit - Corporation"
505210,5,4,4,4,5,N,108,"For profit - Corporation"
505211,1,1,3,3,4,N,88,"For profit - Partnership"
505214,2,1,4,4,4,N,72,"For profit - Corporation"
505216,4,3,4,3,3,N,37,"For profit - Corporation"
505217,4,3,4,4,3,N,92,"For profit - Corporation"
45212,1,1,2,1,3,N,60,"For profit - Corporation"
505223,2,1,4,4,5,N,68,"For profit - Corporation"
505226,3,2,5,5,4,N,55,"For profit - Corporation"
505230,4,2,4,4,5,N,100,"For profit - Corporation"
505232,3,2,4,4,4,N,53,"For profit - Corporation"
505236,3,2,4,5,4,N,84,"For profit - Corporation"
505239,3,2,4,3,2,N,111,"For profit - Corporation"
505240,4,3,3,4,5,N,94,"For profit - Corporation"
505243,2,1,4,5,5,N,113,"For profit - Corporation"
505246,5,4,4,5,5,N,26,"For profit - Corporation"
505251,5,4,4,5,5,N,39,"For profit - Corporation"
45214,4,3,4,2,4,N,95,"Government - County"
505252,5,5,4,5,5,N,108,"For profit - Corporation"
505254,3,3,2,3,4,N,93,"For profit - Corporation"
505255,5,5,4,4,5,N,22,"For profit - Corporation"
505257,4,3,4,5,4,N,66,"For profit - Corporation"
505260,5,4,5,5,3,N,59,"For profit - Partnership"
505261,4,3,4,5,4,N,69,"For profit - Corporation"
505262,3,2,5,5,4,N,86,"For profit - Corporation"
505263,2,1,5,5,5,N,36,"For profit - Corporation"
505264,2,1,4,5,3,N,62,"For profit - Corporation"
505265,5,5,4,4,2,N,71,"Non profit - Corporation"
45216,5,4,4,3,5,N,112,"For profit - Corporation"
505269,2,1,4,4,4,N,87,"For profit - Corporation"
505270,5,5,4,5,5,N,102,"For profit - Corporation"
505271,2,1,4,4,4,N,59,"For profit - Corporation"
505272,4,2,4,3,5,N,87,"For profit - Corporation"
505273,4,3,4,5,4,N,62,"For profit - Individual"
505275,3,3,3,4,3,N,73,"For profit - Corporation"
505276,5,4,4,5,5,N,103,"For profit - Corporation"
505278,2,1,4,5,3,N,75,"For profit - Corporation"
505280,1,1,2,2,4,N,80,"For profit - Corporation"
505282,5,4,5,5,4,N,28,"For profit - Corporation"
45217,3,2,3,4,5,N,49,"For profit - Corporation"
505283,5,3,4,5,5,N,73,"For profit - Corporation"
505286,3,2,4,5,3,N,55,"For profit - Corporation"
505288,4,3,5,5,3,N,39,"For profit - Corporation"
505289,4,3,3,4,5,N,118,"For profit - Corporation"
505290,5,4,5,5,4,N,86,"For profit - Corporation"
505291,4,3,4,5,4,N,67,"Non profit - Corporation"
505294,4,3,3,4,5,N,58,"For profit - Corporation"
505296,4,4,4,3,4,N,109,"For profit - Corporation"
505299,2,1,4,4,4,N,97,"For profit - Corporation"
505303,5,4,4,5,5,N,29,"For profit - Corporation"
45218,5,5,4,3,5,N,71,"For profit - Corporation"
505304,2,2,3,3,3,N,88,"For profit - Corporation"
505306,5,3,4,5,5,N,51,"For profit - Corporation"
505309,2,1,4,3,2,N,95,"For profit - Corporation"
505311,3,2,3,3,5,N,92,"For profit - Corporation"
505313,4,2,4,4,5,N,117,"For profit - Corporation"
505315,4,3,4,5,4,N,87,"For profit - Corporation"
505318,2,1,4,3,4,N,82,"For profit - Corporation"
505319,5,5,4,5,5,N,111,"For profit - Corporation"
505320,5,3,4,5,5,N,73,"For profit - Corporation"
505322,4,3,3,3,5,N,103,"For profit - Corporation"
45219,5,3,4,3,5,N,69,"For profit - Corporation"
505323,5,4,2,3,5,N,46,"For profit - Corporation"
505324,4,2,4,5,5,N,113,"For profit - Limited Liability company"
505325,5,3,4,5,5,N,54,"For profit - Corporation"
505326,4,3,4,3,4,N,96,"For profit - Corporation"
505327,2,1,4,5,4,N,80,"For profit - Corporation"
505329,4,3,4,5,3,N,39,"For profit - Corporation"
505331,1,1,3,4,3,N,70,"For profit - Corporation"
505332,4,2,4,5,5,N,45,"For profit - Corporation"
505334,5,4,4,5,5,N,107,"For profit - Corporation"
505338,3,2,3,4,5,N,73,"For profit - Corporation"
45220,1,1,3,2,3,N,112,"For profit - Corporation"
505339,3,2,4,5,3,N,47,"For profit - Corporation"
505341,5,4,4,5,5,N,68,"For profit - Corporation"
505344,3,2,2,3,5,N,96,"For profit - Corporation"
505346,3,2,4,4,4,N,49,"Non profit - Corporation"
505347,1,1,3,4,4,N,75,"For profit - Corporation"
505348,5,4,4,5,5,N,96,"For profit - Corporation"
505349,5,5,5,5,5,N,39,"For profit - Corporation"
505350,5,5,4,4,5,N,85,"For profit - Corporation"
505351,2,2,0,0,4,N,59,"For profit - Corporation"
505354,4,3,4,5,3,N,38,"Non profit - Church related"
45221,2,1,4,2,5,N,82,"For profit - Corporation"
505355,2,1,4,3,4,N,64,"For profit - Corporation"
505358,1,1,3,4,4,N,77,"For profit - Corporation"
505361,3,2,4,5,4,N,50,"For profit - Corporation"
505362,2,1,4,5,3,N,64,"For profit - Corporation"
505367,4,3,4,5,4,N,61,"For profit - Corporation"
505369,4,3,4,4,4,N,104,"For profit - Corporation"
505371,4,2,5,5,5,N,45,"For profit - Corporation"
505372,4,3,4,5,4,N,49,"For profit - Corporation"
505373,2,1,4,5,4,N,99,"For profit - Corporation"
505376,5,3,4,4,5,N,53,"For profit - Partnership"
45222,4,3,3,1,5,N,96,"For profit - Corporation"
505377,5,4,5,5,5,N,69,"For profit - Partnership"
505378,5,4,4,4,5,N,35,"For profit - Corporation"
505379,4,4,4,5,4,N,158,"For profit - Corporation"
505381,4,4,4,5,3,N,48,"For profit - Partnership"
505382,3,2,4,5,2,N,46,"For profit - Corporation"
505383,5,5,3,4,4,N,116,"For profit - Corporation"
505386,4,4,4,4,4,N,86,"For profit - Corporation"
