population_size,poverty_rate,mammogram_rate,uninsured_rate,prim_care_phys_rate,community_health_center_ind
10624,11.5,-1111.1,2.5,75.3,2
830663,9.4,82.6,149.8,54.3,1
24640,13.6,-1111.1,4.7,44.6,1
65492,14.2,-1111.1,13.1,119.1,2
28782,15.7,-1111.1,5.8,38.2,2
41562,20.9,-1111.1,9.1,60.2,2
24202,15.7,-1111.1,4.8,33.1,1
82605,9.8,-1111.1,16,111.4,2
15001,14.6,-1111.1,3.7,26.7,1
152949,10.1,88.4,24.2,35.3,1
62971,15.5,-1111.1,12.7,22.2,1
10335,17.7,-1111.1,2.4,19.4,1
174344,17.9,87.2,26.1,59.1,1
48897,16.2,-1111.1,10.8,40.9,1
1202174,8.6,87.5,237.4,173.1,1
27598,18.8,-1111.1,8.5,21.7,1
21016,18.8,-1111.1,4.6,57.1,1
6819,15.8,-1111.1,1.7,44,1
22930,16.7,-1111.1,4.4,21.8,2
8836,17.7,-1111.1,2.1,0,2
23808,10.1,-1111.1,4.5,75.6,2
260364,8.1,87.8,49.4,51.5,1
13650,13.8,-1111.1,3.2,14.7,1
25042,18.4,-1111.1,4.8,39.9,1
200745,19.1,89.4,33.3,104.6,1
168894,11.1,-1111.1,28.7,43.2,1
62232,14.4,-1111.1,13.2,53,2
43024,14.5,-1111.1,8.9,39.5,2
8220,15.6,-1111.1,1.7,48.7,2
70880,12.8,-1111.1,12.7,29.6,2
56187,14.5,-1111.1,10.7,24.9,1
77801,15,-1111.1,16.8,64.3,1
347376,13.7,86.2,101.4,239.2,1
1949929,20.5,79.4,458.9,89.3,1
31673,15.2,-1111.1,5.5,101,1
15736,13.9,-1111.1,3.3,82.6,2
327090,5.8,82.5,41.3,66.6,2
32000,11.6,-1111.1,5.1,87.5,2
43835,17,-1111.1,8,91.3,1
39878,10.2,-1111.1,6,35.1,2
5365,12.6,-1111.1,1.1,93.2,2
60401,15.8,-1111.1,12,89.4,1
25862,9.4,-1111.1,3.2,92.8,2
33933,10.9,-1111.1,4.8,67.8,2
90043,4.6,94.1,11.1,96.6,2
28732,14.5,-1111.1,6.4,34.8,2
12414,9.5,-1111.1,1.9,40.3,1
50257,6.6,-1111.1,6.6,61.7,2
55767,13,-1111.1,7.8,25.1,1
8249,14.3,-1111.1,1.9,60.6,2
5437,9.1,-1111.1,1.4,73.6,1
11283,11.9,-1111.1,1.7,79.8,2
62172,11.4,87.1,9.7,91.7,2
392755,4.6,86.6,57.9,75.6,2
19751,6.7,-1111.1,3,55.7,1
36258,8.7,-1111.1,5.8,110.3,2
14624,10.7,-1111.1,2.6,20.5,2
20850,10.8,-1111.1,4.6,24,2
30927,10.9,-1111.1,5.5,80.8,2
45897,6.9,-1111.1,6.2,91.5,2
6005,10.8,-1111.1,1.3,0,2
1140988,11,84.4,213.3,142.3,1
19245,8.9,-1111.1,2.8,41.6,2
18810,10.8,-1111.1,3.2,90.4,2
39105,7.5,-1111.1,6.1,66.5,2
44512,12.9,-1111.1,7.4,83.1,1
10734,8.7,-1111.1,1.6,0,2
16091,11.4,-1111.1,2.4,93.2,2
40679,10.7,-1111.1,6.9,118,2
4462,10.5,-1111.1,0.8,44.8,2
13251,13,-1111.1,2.2,60.4,1
7165,8.9,-1111.1,1.5,69.8,2
10609,9.7,-1111.1,1.5,103.7,2
3985,12.1,-1111.1,1,25.1,2
28042,7.7,-1111.1,4.2,17.8,2
5837,10,-1111.1,1.2,68.5,2
24844,10.5,-1111.1,4.1,60.4,2
37165,6.6,-1111.1,5.1,78,2
5128,21.8,-1111.1,0.8,19.5,2
9502,9.8,-1111.1,2.1,21,2
20435,11.3,-1111.1,2.8,112.6,2
23143,9.1,-1111.1,3.7,56.2,2
26377,12.3,-1111.1,4.1,87.2,2
32893,13.3,-1111.1,5.6,63.8,2
37859,12.4,-1111.1,6.1,68.7,2
8389,8.9,-1111.1,1.9,47.7,2
32027,10.2,-1111.1,3.9,81.2,2
20365,13.4,-1111.1,4.4,103.1,2
6605,12,-1111.1,1.3,30.3,2
141360,7.6,83.8,18.8,420.2,1
56786,12.5,81.4,11.4,51.1,2
13747,11.3,-1111.1,1.9,109.1,2
28297,13.6,-1111.1,4.3,38.9,2
9395,10.6,-1111.1,1.3,53.2,2
30694,12.2,-1111.1,4.9,55.4,2
11030,10.1,-1111.1,2,81.6,2
501428,13.5,81.4,86.3,134.4,1
4069,11.5,-1111.1,0.8,0,2
15493,9.9,-1111.1,2.4,58.1,2
15861,11,-1111.1,3.2,37.8,1
62390,9.2,-1111.1,9.8,94.6,2
9476,9,-1111.1,1.4,105.5,2
15865,8.2,-1111.1,2.5,56.7,2
196864,14.4,87.6,27,140.7,1
128937,4.4,91.2,18.3,68.3,2
87660,5.8,-1111.1,13,30.8,2
14954,10,-1111.1,3.4,26.7,2
147076,10.1,84.2,28.6,119.7,2
36546,7.7,-1111.1,5.2,93,2
9661,12.3,-1111.1,1.8,51.8,2
11035,11.7,-1111.1,1.4,72.5,2
23917,13.4,-1111.1,4.6,75.3,2
3660,11.9,-1111.1,0.8,0,2
21813,7.7,-1111.1,3.6,64.2,2
13311,17.3,-1111.1,1.9,67.6,2
19443,8.8,-1111.1,2.4,56.6,2
229173,4.5,87.6,28,120.4,1
10860,11.1,-1111.1,2.5,55.2,2
6286,7.7,-1111.1,1,0,1
49879,13.7,-1111.1,8.1,54.1,2
119701,5.6,86.2,17,46.8,2
9958,9.9,-1111.1,1.6,80.3,2
31307,26.7,70.3,10.6,89.4,1
35673,19.5,66.2,11.9,47.7,1
13248,24.2,-1111.1,6.1,30.2,1
19671,25.7,-1111.1,6.5,55.9,2
8116,23.3,-1111.1,3,0,1
37195,35.2,-1111.1,10.5,56.5,1
14508,20.1,-1111.1,4.9,27.6,2
10367,17.8,-1111.1,4.2,19.3,1
18826,22.1,-1111.1,6.6,42.5,1
9090,24.7,-1111.1,3.5,22,2
10848,35.1,-1111.1,3.9,18.4,1
17378,21.1,-1111.1,7.1,17.3,1
20860,25.2,-1111.1,6.6,47.9,2
27272,32.2,-1111.1,6.5,73.3,1
29331,24.6,-1111.1,9.7,44.3,1
20526,24.4,-1111.1,9.2,29.2,1
154748,9.4,76,48.2,35.5,2
79425,24.3,81.1,31.4,65.5,1
8316,21.6,-1111.1,3.7,60.1,1
22406,16.3,-1111.1,9.6,22.3,2
13818,22.2,-1111.1,5.1,0,1
22995,21.3,-1111.1,7,69.6,1
40140,17.4,76.7,19,54.8,1
178460,16.2,75.8,65.9,66.1,1
247650,23.1,81.7,78.7,114.7,1
20595,34.9,-1111.1,5.2,48.6,1
10089,35.2,-1111.1,2.6,39.6,1
1658,48.1,-1111.1,0.6,0,2
23175,15,-1111.1,8.5,30.2,1
130694,13.3,75,47.3,60.4,1
18253,21,-1111.1,7.2,16.4,2
8872,37.5,-1111.1,3.3,56.4,1
12653,27.8,-1111.1,5.4,23.7,1
67198,22.3,71.7,25.2,62.5,1
9967,26.3,-1111.1,4,10,1
43922,20.6,76.7,22.8,75.1,2
49121,14.5,64.1,22.6,166.9,1
78180,20.8,77.6,24.1,98.5,1
13370,20.2,-1111.1,6,44.9,1
22844,23.6,-1111.1,8.1,17.5,1
81139,17.7,76.6,26.1,108.5,1
35185,38.8,-1111.1,8.5,48.3,1
34931,20.6,70.1,13,48.7,1
59284,22.6,73.2,21.6,70.8,2
91369,13.4,79.6,31.7,164.2,1
25830,25.2,-1111.1,9,42.6,2
37102,23.6,-1111.1,13.4,8.1,1
37250,20.3,69.6,13,59.1,1
11266,24.3,-1111.1,3.7,79.9,1
30530,16.7,75,11,45.9,1
22355,19.2,-1111.1,8.6,13.4,2
11828,32.9,-1111.1,5.1,16.9,1
43944,33.2,80.4,21.9,56.9,1
35660,25.1,77.1,12,36.5,1
57466,19.5,64.9,25.5,29.6,1
12235,19.9,-1111.1,5.5,16.3,1
39961,24,67.6,13.1,82.6,2
29004,15.6,-1111.1,9.8,24.1,2
25707,19,-1111.1,7.8,42.8,1
8724,34.9,-1111.1,2.3,22.9,1
140901,11.1,77.8,45.8,101.5,1
28850,21.8,-1111.1,13.9,13.9,1
5556,38.1,-1111.1,2,36,2
28034,21.6,-1111.1,11.7,46.4,1
15809,17.8,-1111.1,7,12.7,1
16025,18.1,-1111.1,6,49.9,2
30697,36.1,-1111.1,7.3,42.3,1
13027,28.9,-1111.1,4,7.7,1
27176,17.2,-1111.1,9.1,25.8,2
21210,18.5,-1111.1,7.7,28.3,1
18947,18.9,-1111.1,8,47.5,2
10448,24.6,-1111.1,2.3,0,1
27212,15.5,-1111.1,9.9,58.8,2
15416,25.2,-1111.1,6.9,45.4,2
48087,21,76.3,14.7,70.7,1
55079,35.8,70.2,13.6,54.5,1
20755,22.6,-1111.1,8.2,24.1,1
9887,21,-1111.1,3.8,40.5,2
10283,31.6,-1111.1,3.4,68.1,1
19575,20.6,-1111.1,7.2,25.5,1
13645,21.8,-1111.1,4.5,36.6,2
28464,34.5,82.5,9.7,24.6,1
24943,27.3,-1111.1,8.5,24.1,1
16923,9.4,-1111.1,4.9,0,1
6031,13.8,-1111.1,2.1,49.7,2
26049,17.2,-1111.1,5.3,69.1,2
36301,16.9,-1111.1,11.5,57.8,1
12531,17.4,-1111.1,3.3,8,2
17075,16.4,-1111.1,4.9,17.6,2
18349,17.5,-1111.1,6.1,16.3,1
11990,18,-1111.1,4,8.3,1
154365,16.8,76.7,46.8,172.3,1
89408,15,69.6,16.9,61.5,1
41383,20.8,-1111.1,9.5,135.3,1
9248,14.6,-1111.1,3,0,1
43464,11.3,-1111.1,10,50.6,2
40664,12.4,-1111.1,13.6,49.2,1
73243,13.5,80.1,17.4,80.6,1
9756,15.6,-1111.1,2.5,30.8,2
5890,25.4,-1111.1,2.2,0,1
98429,7.3,79.6,22,19.3,2
13652,20.9,-1111.1,3.6,7.3,2
7740,14.4,-1111.1,2.4,12.9,1
75479,9.5,-1111.1,23.9,39.7,2
7180,15.4,-1111.1,2.4,0,2
215707,7.4,74.1,45.7,57.5,1
21094,10.5,-1111.1,6,33.2,2
74313,9.3,80,16.5,76.7,1
17535,13.5,-1111.1,3.6,34.2,2
23970,17.8,-1111.1,6.2,20.9,2
7418,18.1,-1111.1,2.4,13.5,2
16844,18.6,-1111.1,4.7,5.9,2
7911,15.3,-1111.1,2.8,0,2
12275,16.1,-1111.1,2.8,0,2
15199,19.4,-1111.1,3.8,32.9,2
13438,21.8,-1111.1,3.6,7.4,1
31454,25,-1111.1,6.9,73.1,1
100898,9,-1111.1,22.2,64.4,1
15261,13.1,-1111.1,3.8,26.2,2
6185,14.3,-1111.1,2.2,32.3,1
266944,15.4,69.4,72,99.6,1
10125,16.9,-1111.1,2.5,49.4,2
8844,16.7,83.2,2.5,33.9,2
22179,15.3,-1111.1,5.3,45.1,2
9048,20,-1111.1,3.1,11.1,2
4905,15.7,-1111.1,1.6,0,1
9918,14.9,-1111.1,2.5,40.3,2
39000,19.2,-1111.1,10.3,66.7,1
9918,21.6,-1111.1,2.3,50.4,1
668417,14.4,79.2,179.5,83.5,1
116813,17.9,70,31.1,65.1,1
217679,8.2,79.3,45,21.6,1
52016,12.9,75.7,18.2,44.2,2
4020,17,-1111.1,1.4,0,1
35524,18.1,-1111.1,8.8,59.1,2
32913,13.1,-1111.1,7.9,21.3,1
37757,15.8,-1111.1,11.2,47.7,2
9951,17.2,-1111.1,3.1,10,2
52775,10.5,-1111.1,13.3,9.5,2
12580,16.3,-1111.1,3.1,39.7,2
14213,14.7,-1111.1,3.1,21.1,1
22731,21,-1111.1,9.3,4.4,1
15621,14.8,77.9,4.2,38.4,2
12276,17.3,-1111.1,3.2,32.6,2
9046,17,-1111.1,3.2,11.1,2
28225,15.8,77,5.6,56.7,2
3523,14.5,-1111.1,1.2,28.4,1
24949,17,-1111.1,6.8,24,2
13504,26.1,-1111.1,3.2,22.2,2
15121,12.7,-1111.1,3.9,13.2,2
9127,13.6,-1111.1,3.1,0,2
11804,14.7,-1111.1,3.6,16.9,2
20861,17.2,-1111.1,7.4,24,2
17589,23.7,-1111.1,4.4,11.4,1
56120,14.6,-1111.1,14.1,19.6,2
22054,19,-1111.1,7.1,68,2
10264,23.4,-1111.1,3.5,0,1
13465,10,-1111.1,3.4,7.4,1
9227,21.7,-1111.1,3.2,10.8,1
18515,31.7,-1111.1,3.6,59.4,2
18743,12.3,-1111.1,4.4,32,2
41006,15,81.9,11.9,41.5,1
42205,18.2,-1111.1,13.3,80.6,2
18476,17.8,-1111.1,4.7,21.6,2
85896,6.7,-1111.1,22.4,60.5,1
30404,17.4,-1111.1,8.3,62.5,2
44546,14,-1111.1,12.6,29.2,1
4862,18.2,-1111.1,1.6,0,2
9832,10.6,-1111.1,2.7,10.2,2
25723,17.8,-1111.1,5.3,19.4,2
23445,9.8,-1111.1,5.1,12.8,2
6388,21,-1111.1,1.7,47,1
13485,25.6,-1111.1,4.4,44.5,1
349407,5,89.6,58.7,47.8,1
9270,21.6,-1111.1,2.9,64.7,2
17720,10.3,-1111.1,4.1,45.1,2
63214,16.8,-1111.1,13.2,39.5,1
991830,9,80.5,203.6,151.7,1
22505,18,77.5,6.2,62.2,2
4110,19.4,-1111.1,1.6,0,2
4798,15.3,-1111.1,1.7,41.7,1
40673,19.4,-1111.1,9,68.8,1
8423,26,-1111.1,2.7,11.9,1
6411,15.1,-1111.1,2.3,15.6,2
29537,17.2,-1111.1,7.2,50.8,1
31551,15.3,-1111.1,10.3,34.9,2
6629,17,-1111.1,2.6,0,1
47023,14.6,-1111.1,13.3,65.9,2
24598,22.6,-1111.1,8.1,28.5,2
20009,20.5,-1111.1,4.6,35,2
31214,10.9,-1111.1,7.4,6.4,1
24548,24.1,-1111.1,5.6,24.4,1
12652,25.3,-1111.1,3.3,31.6,1
36473,16.3,-1111.1,10.7,13.7,1
2039,14.6,-1111.1,0.8,0,2
18443,23.2,-1111.1,5.1,38,1
354361,23.5,77.6,79.7,158.3,1
8903,15.7,-1111.1,3,101.1,1
12841,24.5,74.6,3.9,62.3,1
6491,24,73.9,2.6,46.2,1
4704,11.5,-1111.1,1.6,42.5,2
9657,11.3,-1111.1,4.2,51.8,1
1234,11.8,-1111.1,0.6,0,2
82026,13.6,82.2,21.9,78,1
5225,16.2,-1111.1,2.6,19.1,2
11149,16.2,-1111.1,3,116.6,1
1643,12.2,-1111.1,0.8,0,2
8490,12.5,-1111.1,2.4,58.9,1
8843,17.5,81.4,2.3,67.9,2
2716,9.6,-1111.1,1.2,0,2
11195,13.7,87,3.5,89.3,1
88473,12.1,77,26.8,85.9,2
89824,10.6,82.9,36.4,87.9,1
1184,15.4,-1111.1,0.6,0,2
13297,25.5,79,3.9,67.7,1
1081,20,-1111.1,0.5,92.5,2
2821,13.4,-1111.1,1.3,0,2
16454,18.2,78.3,5.2,54.7,1
11255,8.8,-1111.1,3.7,97.7,2
2014,15,-1111.1,1.2,0,2
28690,21.3,70.7,10.1,76.7,1
60925,10.7,79.3,14.2,90.3,1
1725,17.2,-1111.1,0.5,173.9,2
18971,20.1,69.6,6,79.1,1
1676,11.7,-1111.1,0.6,0,2
7509,11.6,-1111.1,3.5,93.2,1
1868,19.7,-1111.1,0.8,107.1,2
3862,17.1,-1111.1,1.3,25.9,2
107320,17,83.5,37.7,88.5,1
4498,18.1,-1111.1,2,0,2
16189,11.5,-1111.1,5.8,92.7,1
436,17,-1111.1,0.2,0,2
3904,16.1,-1111.1,1.8,25.6,2
5852,18.2,-1111.1,1.8,85.4,2
1694,13,-1111.1,0.9,0,2
7041,17.4,-1111.1,1.4,85.2,2
1064,12.8,-1111.1,0.4,94,2
40664,13.7,73.9,15,71.3,2
9270,11.2,-1111.1,2.9,75.5,1
10089,25.7,79.9,3.2,29.7,2
9190,22.5,68.3,3.1,54.4,1
11034,17.6,-1111.1,4.4,72.5,2
3283,12.5,-1111.1,1.3,60.9,2
32803,15.4,87.3,7.3,67.1,1
8687,9.5,-1111.1,2.8,23,2
3790,10.2,-1111.1,1.7,26.4,2
5992,12.8,-1111.1,2.6,33.4,2
5141,15.8,-1111.1,1.3,97.3,2
637,11.4,-1111.1,0.3,0,2
6892,14.5,-1111.1,2.2,72.5,2
2010,19.1,-1111.1,0.8,99.5,2
866,13.5,-1111.1,0.4,0,2
142348,10.8,80,34.2,105.4,1
33238,10.3,81,7.8,90.3,2
6679,13.8,-1111.1,2.3,59.9,2
338,10.4,-1111.1,0.1,0,2
735,13.8,-1111.1,0.3,0,2
428,19.2,-1111.1,0.2,0,2
5446,9.9,-1111.1,1.8,146.9,2
11043,10.7,-1111.1,2.8,54.3,1
2090,13.5,-1111.1,0.9,239.2,2
3149,13,-1111.1,1.2,31.8,2
45354,11.8,83,11.7,110.2,2
7023,10.2,-1111.1,1.9,42.7,2
8326,9.5,-1111.1,1.9,84.1,2
25598,6.7,-1111.1,6,27.3,1
8407,8.6,-1111.1,3.2,23.8,2
3629,10.6,-1111.1,1.3,27.6,2
5609,12.3,-1111.1,1.7,71.3,2
9965,9.7,-1111.1,2.4,50.2,2
6270,10.5,-1111.1,2.1,0,2
9989,9.4,-1111.1,3.6,30,2
9306,9.3,-1111.1,3,32.2,2
10842,11.4,-1111.1,2.8,83,2
20174,13.2,-1111.1,6.4,14.9,2
8724,19.9,-1111.1,2.7,80.2,1
24665,12,77.2,7.9,64.9,2
1880,11.2,-1111.1,0.6,53.2,2
6293,10.1,-1111.1,1.8,15.9,2
35872,10.1,82.5,7.7,64.1,2
502032,12.2,81.3,101.2,152.6,1
2002,14.3,-1111.1,0.9,50,2
6001,9.5,-1111.1,1.7,100,2
3103,12.6,-1111.1,0.9,64.5,2
2584,12.7,-1111.1,1,0,2
4645,13.4,-1111.1,1.3,43.1,2
23035,11.3,73.5,4,65.1,2
1765,14.2,-1111.1,0.4,0,2
1710,13.4,-1111.1,0.6,58.5,2
1926,9.3,-1111.1,0.6,0,2
604,10,-1111.1,0.2,0,2
2290,13.5,-1111.1,0.9,0,2
56401,12.5,75.6,13.9,69.1,2
9300,7.4,-1111.1,2,75.3,2
3322,12,-1111.1,1,30.1,2
1005,15.7,-1111.1,0.4,0,2
2836,13.6,-1111.1,0.9,0,2
10233,12.1,-1111.1,3,107.5,2
736,9.3,-1111.1,0.2,271.7,2
6593,10.8,-1111.1,2.2,15.2,2
7405,11.2,-1111.1,1.6,67.5,2
4499,11.3,-1111.1,1.3,66.7,2
6479,8.7,-1111.1,1.5,77.2,2
7821,11.5,-1111.1,2,89.5,2
836,22.4,-1111.1,0.4,0,2
3534,12.1,-1111.1,0.9,0,2
8498,15.4,-1111.1,2.7,58.8,2
278728,10.6,82.8,56.3,85,1
35582,9.6,81.7,8,67.4,2
735,10.5,-1111.1,0.2,0,2
619,17.7,-1111.1,0.3,0,2
514,12.9,-1111.1,0.2,0,2
34020,12.1,72.9,8.8,94.1,1
7700,10.1,-1111.1,1.8,39,2
4989,13.5,-1111.1,1.6,20,1
3550,13,-1111.1,1,0,1
7085,11.8,-1111.1,1.4,70.6,2
4467,13.2,-1111.1,1.4,111.9,2
15549,9.6,-1111.1,3.3,57.9,2
2602,12.9,-1111.1,0.7,76.9,2
2884,10.7,-1111.1,1,69.3,2
9127,10.4,-1111.1,1.9,98.6,2
7231,9.8,-1111.1,2.4,83,2
32072,7.7,74.1,8,46.8,1
5122,7.8,-1111.1,1.3,19.5,2
10704,10.6,-1111.1,2.5,74.7,2
8294,10.9,-1111.1,2,24.1,2
1508,17.6,-1111.1,0.8,66.3,2
13771,9.8,-1111.1,3.8,36.3,2
150467,5.4,86.9,29.3,79.8,2
20034,7.4,82.7,4.5,39.9,2
36554,14,70.9,9,82.1,1
16758,7.7,-1111.1,3.3,59.7,2
5337,15.6,-1111.1,1.9,56.2,2
2994,12.3,-1111.1,1,33.4,2
1287,13.1,-1111.1,0.6,0,2
6310,8.7,-1111.1,1.8,0,2
5104,10.9,-1111.1,1.4,78.4,2
583,13.2,-1111.1,0.2,0,2
7102,28.2,-1111.1,2,70.4,2
4182,12.6,-1111.1,1.4,23.9,2
19812,6.7,86.6,4,50.5,2
9274,12.1,-1111.1,2.4,43.1,2
3508,11.5,-1111.1,0.9,85.5,2
807,18.7,-1111.1,0.4,0,2
14199,9.7,-1111.1,3,63.4,2
24896,10.6,71.4,8.3,80.3,2
1865746,11.1,77.3,681.6,66.7,1
45180,8,71.7,14.2,70.8,2
47071,7.5,66.8,17.6,44.6,1
677,14.3,-1111.1,0.3,0,2
1628,10,-1111.1,0.7,61.4,1
17763,10.2,-1111.1,6.5,39.4,2
5086,9.9,-1111.1,1.9,98.3,1
4898,13.9,-1111.1,1.8,40.8,2
53022,9.6,69.4,15.6,18.9,2
4684,15.9,-1111.1,1.1,42.7,2
44375,15.8,67.4,12.5,29.3,1
6291,18.1,-1111.1,2.4,31.8,2
4341,5.2,-1111.1,1.5,0,2
410443,12.2,77,147.5,84.3,1
9199,13.5,-1111.1,2.2,76.1,2
54867,11.3,76.2,20.3,85.7,1
61281,9.1,84.8,12.5,62,1
47408,9.2,80.9,14.8,69.6,2
77170,10.3,78.4,17.8,72.6,2
31971,13,77.3,7.2,109.5,1
85921,10.6,83.9,17.5,275.8,1
402042,7,83.6,91.2,90.8,1
148161,8.6,85.2,27.3,118.1,1
297350,4.8,85.7,53.9,79.4,1
121914,10.7,81.8,25.2,81.2,1
42591,9.9,76.4,10.1,98.6,1
270681,11.1,77.2,71.4,82,1
894840,5.3,77,269.6,164.8,1
445475,5.4,79.2,88.6,79.2,1
517234,11.2,81.1,140.6,102.9,1
95838,8.9,81.1,24.8,34.4,1
156830,13.4,81.2,43.1,51.6,1
770675,14.5,82.3,292.9,136.6,1
287860,6.9,79.6,62.7,43.1,1
595419,14.9,74.4,300.7,79.6,1
129031,3.7,83.1,24.6,146.5,2
364883,9,84.4,94.4,119.2,1
789102,7.1,78.7,244.9,136.6,1
642448,5.9,77,168.4,138.2,1
487548,4,79.8,103.9,134.1,1
569111,8.6,77.4,124.4,55,1
490948,13.9,78.4,176.1,86.6,1
66141,10.5,-1111.1,14.1,39.3,1
324563,3.6,79,76.5,147.6,2
150909,4.6,73.8,32.2,46.4,1
523249,8.8,76,224.6,98.4,1
109876,6.7,73.8,24.4,70.1,1
635139,14.3,80.6,236,133.2,1
3405,20.7,-1111.1,1.9,58.7,1
63060,21.2,69,26.5,72.9,1
27285,24.2,74.8,9.5,69.6,1
12962,16.6,-1111.1,5,84.9,1
43755,17.9,73.2,19.2,50.3,1
1907,18,-1111.1,1,104.9,1
201603,23.3,74.7,109.1,60,1
51360,15.3,61.7,19.4,52.6,1
29844,19,73,10.9,97.2,1
4346,23.7,-1111.1,1.7,69,1
684,15.2,-1111.1,0.3,0,1
4910,21.3,-1111.1,2.3,0,1
59155,15.5,71.6,32,45.6,1
20793,15.4,77.5,10.4,62.5,1
18150,3.1,89,3.8,159.8,2
27227,28,-1111.1,13.6,36.7,1
70724,30.8,78.6,33.8,91.9,1
5052,23,-1111.1,2.5,19.8,1
62776,18,75.4,33.3,38.2,1
8929,19.9,-1111.1,3.7,56,1
40692,17.2,75.9,21.5,51.6,1
18889,21.2,-1111.1,8.9,47.6,1
122298,11,78,45.1,60.5,1
122500,14.4,71.9,61.3,57.1,1
28558,25.6,73.1,10.8,91,1
143937,12.3,77.1,73.1,102.1,1
12437,23.9,-1111.1,5,32.2,1
18180,27.3,-1111.1,8.6,49.5,1
31546,18.1,66.8,18.1,120.5,1
16269,21.4,-1111.1,7.1,6.1,1
3777,16,-1111.1,1.8,79.4,2
72207,15.7,76.5,31.1,27.7,1
298130,12.3,84.2,67,128.8,1
49649,17.2,-1111.1,12.5,38.3,2
1391903,27.3,85.4,274.4,96.9,1
195018,14.2,-1111.1,53.9,113.8,2
79688,14.8,-1111.1,19.3,60.2,2
79823,12.5,-1111.1,18.6,33.8,1
133789,17.7,-1111.1,32.5,60.5,1
87813,16.1,-1111.1,17.3,77.4,2
50898,14.2,-1111.1,13.1,49.1,2
81947,14.4,-1111.1,22.1,76.9,2
62006,10.5,-1111.1,18,46.8,1
48302,15.3,-1111.1,12.4,55.9,1
46085,16.5,-1111.1,13.7,52.1,2
292878,8.7,83.5,72.8,85.7,1
909845,13.5,82.4,204.6,123.5,1
37826,13,-1111.1,10.9,44.9,1
50521,16.2,-1111.1,14.4,75.2,1
55024,14.6,-1111.1,14.2,52.7,2
57821,10.6,-1111.1,13.9,45,2
48992,12.1,-1111.1,13.3,38.8,2
5021,10.5,-1111.1,2.1,19.9,1
62200,14,-1111.1,15.6,38.6,2
118046,14.6,-1111.1,37.5,47.4,2
2556598,21.1,81.8,742.2,120.7,1
26176,13.5,-1111.1,7.3,64.9,2
63154,10.8,-1111.1,13.8,55.4,1
69766,12.5,-1111.1,15.4,73.1,1
732762,13.1,82.2,142.2,157.9,1
48679,16.7,-1111.1,11.4,61.6,2
1351625,4.9,81.9,338.8,204.8,2
1634795,16.9,78.1,492.8,273.2,1
214464,12.1,82.5,45.7,54.6,1
231590,14.2,77.8,52.5,89,1
452633,11.7,87.4,112.4,135.7,1
104475,9.8,-1111.1,26.9,92.8,1
379647,9.7,76.9,116.7,70.6,1
42135,13.9,-1111.1,9.9,28.5,1
121395,15.9,88.7,30.4,38.7,1
61962,17.3,-1111.1,20,154.9,2
99244,4.9,-1111.1,25.4,67.5,1
2293007,12.3,80.6,777.7,107,1
155261,10.3,-1111.1,34.2,60.5,1
487407,10.3,-1111.1,112.6,145.3,1
298545,10.4,-1111.1,64.7,126.6,1
109701,17.2,-1111.1,28.1,62.9,1
217191,7.4,-1111.1,47.7,77.4,2
151427,11.6,-1111.1,31.4,112.9,1
31910,10.9,-1111.1,8.5,21.9,2
18888,12.4,-1111.1,4.9,52.9,2
34086,11.9,-1111.1,8.9,20.5,2
96573,13.5,-1111.1,22.2,66.3,2
1512224,5.6,81.6,361.8,94.4,1
76189,16.4,-1111.1,24.1,51.2,1
50171,9.1,-1111.1,11.9,33.9,2
101136,17.3,-1111.1,43.3,99.9,2
181670,12.1,-1111.1,58.1,83.7,1
65971,10.5,-1111.1,16.5,122.8,1
62804,10.6,-1111.1,15.1,28.7,1
91564,9.9,-1111.1,22.8,45.9,1
953943,8.4,78,277.8,209.6,1
41652,11.4,-1111.1,10.2,57.6,2
24652,14.5,-1111.1,6.3,56.8,1
148053,15.8,82.7,52.1,64.2,1
36537,12.7,-1111.1,10.1,27.4,2
10951,18.5,-1111.1,4.5,100.4,2
25162,23.4,-1111.1,5.5,35.8,1
25702,15.8,-1111.1,10.5,62.3,1
17884,17.6,-1111.1,6.5,50.3,2
46035,19.1,-1111.1,14.5,71.7,1
19337,23.3,-1111.1,4.6,25.9,1
32312,24,90.3,9.2,37.1,1
103160,11.9,86.3,33.7,49.4,1
229047,13.9,83.7,73.2,142.3,1
89361,15.5,84.7,25.3,76.1,2
168740,9.9,80.2,50.9,89.5,1
80059,15.4,79,20.5,50,1
9682,8.7,-1111.1,3.6,20.7,2
63195,11.8,-1111.1,20.2,83.9,2
23248,18.9,-1111.1,6.7,8.6,1
157079,13.8,86.8,46.6,77,2
63077,10.3,-1111.1,26.4,41.2,1
26568,17.9,-1111.1,9.3,75.3,2
14565,18.5,-1111.1,4.2,96.1,2
10389,15.2,-1111.1,3.7,48.1,2
99015,17.5,-1111.1,24.6,60.6,2
54212,21.9,89.4,15.7,55.3,1
96892,14.9,95.9,28.9,85.7,2
312696,15.8,86.1,90.9,83.8,1
24183,9.7,-1111.1,9.5,20.7,2
33584,9.3,-1111.1,13.9,65.5,2
158166,14.5,79.4,44.9,37.9,2
40971,10.8,-1111.1,14.7,48.8,2
53362,20.5,-1111.1,25.5,28.1,1
262715,13.8,88,84.9,231,1
52682,22.6,87.7,11.2,24.7,1
343028,14.9,85.8,104,156.5,2
