provider_id,measure_id,score,unweighed_patient_experience_of_care_domain_score
370030,MSPB_1,0.89,59
370032,MSPB_1,1.06,23
370034,MSPB_1,1.03,18
370037,MSPB_1,0.96,57
330222,MSPB_1,0.91,55
330223,MSPB_1,0.83,26
330226,MSPB_1,0.88,24
330229,MSPB_1,0.92,27
330231,MSPB_1,0.92,9
330232,MSPB_1,0.89,17
330233,MSPB_1,1,5
330234,MSPB_1,1.1,8
330235,MSPB_1,0.9,10
330236,MSPB_1,1.01,13
330238,MSPB_1,0.84,36
330239,MSPB_1,0.95,18
330240,MSPB_1,0.95,5
330241,MSPB_1,0.99,21
330245,MSPB_1,0.98,15
330246,MSPB_1,1.03,21
330249,MSPB_1,0.82,64
330250,MSPB_1,0.93,36
330259,MSPB_1,1.08,30
330261,MSPB_1,1.02,38
330263,MSPB_1,0.78,33
330264,MSPB_1,1,27
330265,MSPB_1,0.85,56
330267,MSPB_1,1.06,55
330273,MSPB_1,1,69
330276,MSPB_1,0.88,45
330277,MSPB_1,0.9,27
330279,MSPB_1,0.99,19
330285,MSPB_1,0.91,44
330286,MSPB_1,1.06,19
330304,MSPB_1,1.05,67
330306,MSPB_1,1.02,18
330307,MSPB_1,0.89,36
330331,MSPB_1,1.07,32
330332,MSPB_1,1.11,17
330340,MSPB_1,0.95,41
330350,MSPB_1,0.97,18
330353,MSPB_1,1.03,13
330372,MSPB_1,1.08,21
330386,MSPB_1,1.01,11
330393,MSPB_1,0.98,27
330394,MSPB_1,0.93,21
330395,MSPB_1,1,9
330396,MSPB_1,0.93,9
330397,MSPB_1,1.01,7
330399,MSPB_1,0.91,14
330401,MSPB_1,1.07,16
340001,MSPB_1,0.97,76
340002,MSPB_1,0.99,78
340003,MSPB_1,0.89,35
340004,MSPB_1,0.97,47
340008,MSPB_1,0.87,79
340010,MSPB_1,0.99,47
340011,MSPB_1,0.9,73
340013,MSPB_1,0.95,57
340014,MSPB_1,0.97,19
340015,MSPB_1,1.01,19
340016,MSPB_1,0.9,72
340017,MSPB_1,0.95,60
340020,MSPB_1,0.93,29
340021,MSPB_1,0.95,58
340023,MSPB_1,0.98,64
340024,MSPB_1,0.86,51
340027,MSPB_1,0.96,21
340030,MSPB_1,0.98,50
340032,MSPB_1,0.94,54
340036,MSPB_1,1.05,18
340037,MSPB_1,0.95,63
340039,MSPB_1,0.93,29
340040,MSPB_1,0.96,60
340041,MSPB_1,1.03,39
340042,MSPB_1,0.93,26
340047,MSPB_1,0.97,43
340050,MSPB_1,0.92,52
340051,MSPB_1,0.92,25
340053,MSPB_1,0.99,16
340060,MSPB_1,0.9,46
340061,MSPB_1,0.96,76
340064,MSPB_1,0.97,52
340068,MSPB_1,1,81
340069,MSPB_1,1,36
340071,MSPB_1,0.92,43
340073,MSPB_1,1,57
340075,MSPB_1,0.95,63
340085,MSPB_1,0.94,28
340087,MSPB_1,0.94,71
340090,MSPB_1,0.94,41
340091,MSPB_1,0.96,27
340096,MSPB_1,0.9,25
340097,MSPB_1,0.92,73
340098,MSPB_1,0.96,48
340099,MSPB_1,0.94,85
340106,MSPB_1,0.9,57
340107,MSPB_1,0.96,77
340109,MSPB_1,0.94,66
340113,MSPB_1,1,33
340114,MSPB_1,0.94,54
340115,MSPB_1,0.93,72
340116,MSPB_1,0.98,59
340119,MSPB_1,0.91,51
340120,MSPB_1,0.85,42
340123,MSPB_1,0.96,55
340126,MSPB_1,1,63
340127,MSPB_1,0.91,29
340129,MSPB_1,1,21
340130,MSPB_1,0.97,53
340131,MSPB_1,0.9,62
340132,MSPB_1,0.94,36
340133,MSPB_1,0.88,46
340141,MSPB_1,0.97,62
340142,MSPB_1,0.89,55
340143,MSPB_1,0.98,53
340144,MSPB_1,0.93,16
340145,MSPB_1,0.97,79
340147,MSPB_1,1,29
340151,MSPB_1,0.96,37
340155,MSPB_1,0.97,46
340158,MSPB_1,0.9,44
340159,MSPB_1,0.84,21
340160,MSPB_1,0.9,52
340166,MSPB_1,1,71
340171,MSPB_1,0.93,27
340173,MSPB_1,0.95,40
340183,MSPB_1,0.93,46
340184,MSPB_1,0.92,57
340186,MSPB_1,0.96,68
350002,MSPB_1,0.9,18
350006,MSPB_1,0.98,11
350011,MSPB_1,0.99,32
350015,MSPB_1,0.91,43
350019,MSPB_1,0.95,24
350070,MSPB_1,0.97,35
360001,MSPB_1,0.98,45
360002,MSPB_1,0.92,57
360003,MSPB_1,0.99,20
360006,MSPB_1,1,35
360008,MSPB_1,1.06,68
360009,MSPB_1,1.01,21
360010,MSPB_1,1.01,48
360011,MSPB_1,0.96,38
360012,MSPB_1,1.02,22
360013,MSPB_1,1.04,56
360014,MSPB_1,0.95,28
360016,MSPB_1,0.97,22
360017,MSPB_1,0.98,41
360019,MSPB_1,1.02,18
360020,MSPB_1,1.04,22
360025,MSPB_1,1.09,41
360026,MSPB_1,0.98,18
360027,MSPB_1,1.02,25
360029,MSPB_1,0.99,68
360032,MSPB_1,0.94,56
360035,MSPB_1,1.03,23
360036,MSPB_1,0.94,51
360037,MSPB_1,0.96,42
360039,MSPB_1,0.96,29
360040,MSPB_1,1.04,39
360041,MSPB_1,1.11,25
360044,MSPB_1,1.04,39
360046,MSPB_1,0.94,62
360048,MSPB_1,1.06,22
360051,MSPB_1,1.03,44
360052,MSPB_1,1.06,40
360054,MSPB_1,1.08,15
360055,MSPB_1,1.03,38
360056,MSPB_1,1,76
360058,MSPB_1,1.08,56
360059,MSPB_1,1.01,23
360064,MSPB_1,1.08,32
360065,MSPB_1,0.98,45
360066,MSPB_1,1,27
360068,MSPB_1,1.03,35
360070,MSPB_1,1.07,35
360071,MSPB_1,1.02,67
360072,MSPB_1,0.99,29
360074,MSPB_1,1.04,43
360075,MSPB_1,1.1,60
360076,MSPB_1,1.03,48
360077,MSPB_1,1.04,40
360078,MSPB_1,1,43
360079,MSPB_1,1.02,37
360080,MSPB_1,1,29
360081,MSPB_1,1.02,42
360082,MSPB_1,1.05,64
360084,MSPB_1,1.04,51
360085,MSPB_1,0.99,45
360086,MSPB_1,1.05,45
360087,MSPB_1,1.03,67
360089,MSPB_1,0.88,64
360090,MSPB_1,0.98,31
360091,MSPB_1,1.04,43
360092,MSPB_1,1.01,65
360095,MSPB_1,0.99,61
360096,MSPB_1,1.08,40
360098,MSPB_1,1.02,44
360107,MSPB_1,1.05,88
360109,MSPB_1,0.95,18
360112,MSPB_1,1.03,40
360116,MSPB_1,1,25
360118,MSPB_1,1.05,35
390204,MSPB_1,1.07,8
390211,MSPB_1,1.01,26
390217,MSPB_1,1.02,55
390219,MSPB_1,1.08,57
390220,MSPB_1,0.99,44
390222,MSPB_1,0.98,42
390223,MSPB_1,1.04,52
390225,MSPB_1,1.01,31
390226,MSPB_1,1.03,28
390228,MSPB_1,1.05,58
390231,MSPB_1,1.01,28
390233,MSPB_1,0.97,47
390236,MSPB_1,0.85,41
390237,MSPB_1,1.06,36
390256,MSPB_1,1,38
390258,MSPB_1,1.04,58
390263,MSPB_1,1.01,27
390265,MSPB_1,1.08,40
390266,MSPB_1,1.07,22
390267,MSPB_1,1.12,29
390268,MSPB_1,0.99,51
390270,MSPB_1,1.13,33
390290,MSPB_1,1.02,42
390304,MSPB_1,1.07,43
390326,MSPB_1,0.95,60
410001,MSPB_1,1.04,24
410004,MSPB_1,1.02,43
410005,MSPB_1,1.06,64
410006,MSPB_1,1.02,48
410007,MSPB_1,1.01,30
410008,MSPB_1,0.94,81
410009,MSPB_1,1.04,25
410011,MSPB_1,1.01,19
410012,MSPB_1,1.03,57
410013,MSPB_1,0.96,31
420002,MSPB_1,1.06,43
420004,MSPB_1,0.99,54
420005,MSPB_1,0.88,72
420007,MSPB_1,0.96,55
420009,MSPB_1,1,47
420010,MSPB_1,0.97,39
420011,MSPB_1,1.07,41
420015,MSPB_1,0.99,64
420018,MSPB_1,1.01,62
420020,MSPB_1,0.95,47
420023,MSPB_1,1.02,59
420026,MSPB_1,0.99,51
420027,MSPB_1,1.08,56
420030,MSPB_1,1.01,32
420033,MSPB_1,0.97,84
420036,MSPB_1,0.92,58
420037,MSPB_1,0.91,57
420038,MSPB_1,1.03,21
420039,MSPB_1,1.06,59
420043,MSPB_1,0.91,14
420048,MSPB_1,1.03,29
420049,MSPB_1,0.94,46
420051,MSPB_1,0.97,59
420053,MSPB_1,0.96,58
420055,MSPB_1,0.91,42
420062,MSPB_1,0.89,45
420065,MSPB_1,0.98,61
420067,MSPB_1,0.97,59
420068,MSPB_1,0.98,46
420069,MSPB_1,0.98,63
420070,MSPB_1,0.96,55
370039,MSPB_1,0.89,43
370040,MSPB_1,0.97,51
370047,MSPB_1,0.96,26
370048,MSPB_1,0.96,50
370049,MSPB_1,1,65
370054,MSPB_1,0.91,34
370056,MSPB_1,0.91,57
370078,MSPB_1,0.98,14
370089,MSPB_1,0.92,22
370091,MSPB_1,0.97,24
370093,MSPB_1,1.01,16
370094,MSPB_1,1,16
370097,MSPB_1,0.98,51
370099,MSPB_1,0.91,40
370106,MSPB_1,1.04,29
370113,MSPB_1,0.98,26
370114,MSPB_1,0.98,26
370149,MSPB_1,0.95,46
370153,MSPB_1,0.85,70
370171,MSPB_1,0.93,51
370178,MSPB_1,0.77,38
370180,MSPB_1,0.82,84
370202,MSPB_1,1.02,29
370211,MSPB_1,1.05,41
370215,MSPB_1,0.94,98
370218,MSPB_1,0.93,22
370227,MSPB_1,0.86,74
370228,MSPB_1,0.89,87
370234,MSPB_1,0.92,98
370235,MSPB_1,0.88,71
380001,MSPB_1,0.88,52
380002,MSPB_1,0.89,42
380004,MSPB_1,0.9,32
380007,MSPB_1,0.94,27
380009,MSPB_1,0.96,37
380014,MSPB_1,0.92,20
380017,MSPB_1,0.96,37
380018,MSPB_1,0.91,41
380020,MSPB_1,0.88,48
380021,MSPB_1,0.93,41
380022,MSPB_1,0.83,55
380025,MSPB_1,0.86,26
380027,MSPB_1,0.85,40
380029,MSPB_1,0.87,50
380037,MSPB_1,0.83,64
380038,MSPB_1,0.82,20
380040,MSPB_1,0.89,41
380047,MSPB_1,0.93,24
380050,MSPB_1,0.87,39
380051,MSPB_1,0.9,54
380052,MSPB_1,0.96,42
380060,MSPB_1,0.86,42
380061,MSPB_1,0.92,37
380071,MSPB_1,0.87,49
380075,MSPB_1,0.9,19
380082,MSPB_1,0.9,47
380089,MSPB_1,0.89,52
380090,MSPB_1,0.91,44
380102,MSPB_1,0.9,36
390001,MSPB_1,1.1,17
390002,MSPB_1,1.06,36
390003,MSPB_1,0.93,29
390004,MSPB_1,1.08,31
390006,MSPB_1,1.04,46
390008,MSPB_1,0.95,74
390009,MSPB_1,1,22
390012,MSPB_1,0.97,77
390013,MSPB_1,0.93,52
390016,MSPB_1,1.08,17
390019,MSPB_1,1.03,36
390026,MSPB_1,1.03,52
390027,MSPB_1,1,31
390028,MSPB_1,1.08,27
390030,MSPB_1,1.02,39
390031,MSPB_1,1.07,49
390032,MSPB_1,1.15,39
390035,MSPB_1,0.96,52
390036,MSPB_1,1.03,23
390037,MSPB_1,1.11,30
390039,MSPB_1,0.98,35
390041,MSPB_1,1.06,33
390042,MSPB_1,1.02,63
390043,MSPB_1,1,67
390044,MSPB_1,1.03,31
390045,MSPB_1,0.99,30
390046,MSPB_1,1.04,13
390048,MSPB_1,1.05,39
390049,MSPB_1,1.01,33
390050,MSPB_1,1.05,22
390052,MSPB_1,1.06,41
390056,MSPB_1,0.99,53
390057,MSPB_1,0.99,47
390058,MSPB_1,1.04,44
390061,MSPB_1,0.97,36
390062,MSPB_1,1.06,45
390063,MSPB_1,1.04,22
390065,MSPB_1,0.98,35
390066,MSPB_1,1.01,58
390067,MSPB_1,1.04,34
390068,MSPB_1,0.99,36
390070,MSPB_1,0.99,9
390071,MSPB_1,0.96,43
390072,MSPB_1,1.01,28
390073,MSPB_1,1.11,27
390076,MSPB_1,1.05,39
390079,MSPB_1,0.9,25
390080,MSPB_1,1.01,24
390081,MSPB_1,1.14,37
390084,MSPB_1,1.01,56
390086,MSPB_1,0.98,66
390091,MSPB_1,0.96,21
390093,MSPB_1,1.01,55
390096,MSPB_1,1.02,28
390097,MSPB_1,1.05,31
390100,MSPB_1,0.98,25
390101,MSPB_1,1.05,33
390102,MSPB_1,1.05,26
390104,MSPB_1,0.9,30
390107,MSPB_1,1.04,37
390110,MSPB_1,1.02,31
390111,MSPB_1,1.03,29
390112,MSPB_1,0.9,65
390113,MSPB_1,0.97,66
390114,MSPB_1,0.94,26
390115,MSPB_1,1.03,23
390116,MSPB_1,1.11,9
390117,MSPB_1,1.02,28
390118,MSPB_1,0.94,25
390119,MSPB_1,1.17,40
390122,MSPB_1,0.93,72
390123,MSPB_1,1.08,18
390125,MSPB_1,1.01,38
390127,MSPB_1,1.02,43
390133,MSPB_1,0.99,26
390137,MSPB_1,1.2,28
390138,MSPB_1,0.83,60
390139,MSPB_1,1.03,47
390142,MSPB_1,1.07,25
390145,MSPB_1,1.08,17
390146,MSPB_1,0.88,24
390147,MSPB_1,1,81
390150,MSPB_1,1.02,17
390151,MSPB_1,0.92,23
390153,MSPB_1,1.06,43
390154,MSPB_1,0.95,22
390156,MSPB_1,1.09,23
390157,MSPB_1,1.26,32
390160,MSPB_1,0.99,34
390162,MSPB_1,1.02,35
390163,MSPB_1,0.98,35
390164,MSPB_1,1.01,26
390168,MSPB_1,1.02,27
390173,MSPB_1,1,43
390174,MSPB_1,1.03,47
390178,MSPB_1,0.93,17
390179,MSPB_1,1,61
390180,MSPB_1,1.06,12
390183,MSPB_1,0.96,75
390184,MSPB_1,0.96,32
390185,MSPB_1,1.06,10
390194,MSPB_1,1.1,27
390195,MSPB_1,1,43
390197,MSPB_1,1.06,41
390198,MSPB_1,1.01,54
390199,MSPB_1,0.99,47
390201,MSPB_1,1.04,41
390203,MSPB_1,0.98,81
450388,MSPB_1,1.04,28
450389,MSPB_1,1.02,39
450395,MSPB_1,1.07,40
450403,MSPB_1,1.13,40
450411,MSPB_1,1,84
450419,MSPB_1,1.06,45
450424,MSPB_1,1.03,53
450431,MSPB_1,1.03,62
450447,MSPB_1,1.01,23
450462,MSPB_1,1.07,37
450465,MSPB_1,1.13,45
450469,MSPB_1,1.03,19
450475,MSPB_1,1,53
450484,MSPB_1,0.97,59
450508,MSPB_1,1.16,34
450518,MSPB_1,1.14,34
450537,MSPB_1,1.2,26
450539,MSPB_1,0.95,51
450558,MSPB_1,1.01,40
450563,MSPB_1,1.06,52
450565,MSPB_1,1.1,45
450571,MSPB_1,0.92,48
450573,MSPB_1,1.05,46
450580,MSPB_1,0.98,37
450587,MSPB_1,1.03,43
450591,MSPB_1,1.01,38
450596,MSPB_1,1.08,41
450604,MSPB_1,0.98,98
450610,MSPB_1,1.07,63
450617,MSPB_1,1.11,40
450634,MSPB_1,1.14,36
450638,MSPB_1,1.13,29
450639,MSPB_1,1.04,47
450643,MSPB_1,1.03,44
450644,MSPB_1,1.14,21
450647,MSPB_1,1.06,50
450651,MSPB_1,1.12,21
450653,MSPB_1,0.94,23
450656,MSPB_1,1.03,57
450659,MSPB_1,1.12,57
450661,MSPB_1,1.03,27
450662,MSPB_1,1,18
450668,MSPB_1,1.03,20
450669,MSPB_1,1.04,53
450670,MSPB_1,1.1,34
450672,MSPB_1,1.1,30
450675,MSPB_1,1.12,24
450677,MSPB_1,1.12,44
450678,MSPB_1,1.11,42
450684,MSPB_1,1.05,43
450686,MSPB_1,1.04,66
450688,MSPB_1,1.11,21
450690,MSPB_1,0.96,92
450697,MSPB_1,1.04,25
450702,MSPB_1,0.99,57
450709,MSPB_1,1.1,21
450711,MSPB_1,1.01,37
450713,MSPB_1,1.04,51
450716,MSPB_1,1.14,49
450718,MSPB_1,1.04,40
450723,MSPB_1,1.11,28
450730,MSPB_1,1.12,24
450742,MSPB_1,1.14,49
450743,MSPB_1,1.15,36
450747,MSPB_1,0.99,19
450755,MSPB_1,0.99,66
450771,MSPB_1,1.09,60
420071,MSPB_1,1.01,65
420073,MSPB_1,1,57
420078,MSPB_1,0.98,33
420079,MSPB_1,1.02,22
420080,MSPB_1,1.02,54
420082,MSPB_1,1.03,27
420083,MSPB_1,1.03,62
420085,MSPB_1,0.98,15
420086,MSPB_1,1.03,35
420087,MSPB_1,1,60
420089,MSPB_1,1.04,71
420091,MSPB_1,0.98,37
420098,MSPB_1,0.95,49
420101,MSPB_1,1,52
420103,MSPB_1,0.98,80
420104,MSPB_1,0.93,83
420105,MSPB_1,0.94,42
430005,MSPB_1,0.88,40
430008,MSPB_1,0.84,79
430012,MSPB_1,0.93,53
430013,MSPB_1,0.93,60
430014,MSPB_1,0.95,39
430015,MSPB_1,0.87,35
430016,MSPB_1,0.97,41
430027,MSPB_1,0.98,49
430048,MSPB_1,0.95,66
430077,MSPB_1,0.98,45
430095,MSPB_1,0.98,84
440001,MSPB_1,0.98,38
440002,MSPB_1,1.02,30
440003,MSPB_1,1.07,32
440006,MSPB_1,1.04,27
440009,MSPB_1,0.95,25
440011,MSPB_1,0.96,30
440012,MSPB_1,1.04,31
440015,MSPB_1,0.96,58
440017,MSPB_1,1.05,35
440018,MSPB_1,1.07,58
440020,MSPB_1,0.95,38
440025,MSPB_1,0.91,47
440029,MSPB_1,1.01,48
440030,MSPB_1,1.02,50
440031,MSPB_1,0.96,60
440032,MSPB_1,0.91,86
440034,MSPB_1,0.96,61
440035,MSPB_1,1.02,21
440039,MSPB_1,0.98,57
440046,MSPB_1,1.01,55
440048,MSPB_1,0.99,31
440049,MSPB_1,1.01,57
440050,MSPB_1,1.03,66
440051,MSPB_1,0.93,49
440053,MSPB_1,0.99,54
440054,MSPB_1,0.97,42
440056,MSPB_1,1.05,23
440057,MSPB_1,0.89,26
440058,MSPB_1,1,22
440059,MSPB_1,0.98,37
440061,MSPB_1,1.11,47
440063,MSPB_1,1.01,30
440064,MSPB_1,0.99,63
440065,MSPB_1,1.03,48
440067,MSPB_1,1.02,27
440068,MSPB_1,1.02,54
440072,MSPB_1,1.04,42
440073,MSPB_1,0.98,41
440081,MSPB_1,0.93,45
440082,MSPB_1,0.99,43
440084,MSPB_1,0.96,59
440102,MSPB_1,1.03,38
440104,MSPB_1,1.02,41
440109,MSPB_1,0.93,73
440110,MSPB_1,0.87,47
440120,MSPB_1,0.98,23
440125,MSPB_1,0.98,55
440130,MSPB_1,1.05,86
440131,MSPB_1,0.92,52
440132,MSPB_1,1,51
440133,MSPB_1,0.98,58
440137,MSPB_1,1.06,43
440144,MSPB_1,1.04,20
440148,MSPB_1,0.95,67
440150,MSPB_1,1.01,42
440151,MSPB_1,0.98,28
440156,MSPB_1,1.01,48
440159,MSPB_1,1.22,31
440161,MSPB_1,1.03,52
440173,MSPB_1,0.96,55
440175,MSPB_1,0.99,43
440176,MSPB_1,1,47
440180,MSPB_1,0.84,93
440182,MSPB_1,1.12,54
440183,MSPB_1,1.06,25
440184,MSPB_1,0.93,79
440185,MSPB_1,1,51
440187,MSPB_1,0.98,45
440189,MSPB_1,1.01,32
440192,MSPB_1,0.97,44
440193,MSPB_1,1.05,15
440194,MSPB_1,0.97,25
440197,MSPB_1,1.08,30
440227,MSPB_1,1.06,34
440228,MSPB_1,1.05,25
450002,MSPB_1,1.02,30
450005,MSPB_1,1.1,68
450007,MSPB_1,1.04,39
450010,MSPB_1,1.07,60
450011,MSPB_1,1.01,65
450015,MSPB_1,0.93,20
450018,MSPB_1,1.01,46
450021,MSPB_1,1.03,53
450023,MSPB_1,0.99,64
450024,MSPB_1,1.04,34
450028,MSPB_1,1.07,51
450029,MSPB_1,0.98,22
450032,MSPB_1,0.98,38
450033,MSPB_1,1.01,40
450034,MSPB_1,1.05,43
450035,MSPB_1,1.03,39
450037,MSPB_1,1,54
450039,MSPB_1,1.04,29
450040,MSPB_1,1.02,56
450042,MSPB_1,0.99,41
450044,MSPB_1,1.01,33
450046,MSPB_1,1.02,25
450051,MSPB_1,1,42
450054,MSPB_1,0.94,22
450055,MSPB_1,0.95,58
450056,MSPB_1,1.05,31
450058,MSPB_1,1.03,25
450064,MSPB_1,1.14,34
450068,MSPB_1,1.03,43
450072,MSPB_1,0.97,38
450079,MSPB_1,1.06,23
450080,MSPB_1,0.99,60
450082,MSPB_1,1.12,61
450083,MSPB_1,1.07,25
450087,MSPB_1,1.08,25
450090,MSPB_1,1.06,66
450092,MSPB_1,1.13,35
450097,MSPB_1,1.13,21
450099,MSPB_1,0.96,43
450101,MSPB_1,1,37
450102,MSPB_1,1.06,35
450104,MSPB_1,1.09,53
450107,MSPB_1,1.03,25
450108,MSPB_1,1.02,43
450119,MSPB_1,1.03,38
450124,MSPB_1,1.06,49
450128,MSPB_1,0.96,35
450130,MSPB_1,1.01,49
450132,MSPB_1,1.02,26
450133,MSPB_1,1.07,50
450135,MSPB_1,1.07,47
450137,MSPB_1,1.05,43
450147,MSPB_1,1.03,52
450148,MSPB_1,1.01,53
450152,MSPB_1,0.97,61
450154,MSPB_1,0.9,41
450163,MSPB_1,0.98,43
450165,MSPB_1,0.99,40
450176,MSPB_1,1.03,46
450177,MSPB_1,0.98,70
450184,MSPB_1,1.12,46
450187,MSPB_1,0.88,63
450192,MSPB_1,0.93,72
450193,MSPB_1,1.02,38
450194,MSPB_1,1.07,53
450196,MSPB_1,1.04,10
450200,MSPB_1,1.08,55
450203,MSPB_1,1.12,53
450209,MSPB_1,1.07,39
450211,MSPB_1,1.06,36
450213,MSPB_1,0.98,26
450214,MSPB_1,1.1,48
450219,MSPB_1,0.92,50
450222,MSPB_1,1.07,32
450229,MSPB_1,0.99,39
450231,MSPB_1,1.02,32
450236,MSPB_1,1.04,49
450237,MSPB_1,1.07,33
450271,MSPB_1,1.05,60
450272,MSPB_1,1.05,51
450280,MSPB_1,1.07,32
450289,MSPB_1,0.98,38
450292,MSPB_1,1.02,65
450296,MSPB_1,1.12,23
450299,MSPB_1,0.98,52
450324,MSPB_1,1.06,59
450330,MSPB_1,1.13,19
450340,MSPB_1,1.02,48
450346,MSPB_1,1.01,52
450347,MSPB_1,1.06,52
450351,MSPB_1,1.04,85
450352,MSPB_1,1.09,35
450358,MSPB_1,1,51
450369,MSPB_1,0.94,70
450370,MSPB_1,1.04,61
450372,MSPB_1,1.01,46
450379,MSPB_1,1.22,36
510001,MSPB_1,1,41
510002,MSPB_1,0.9,23
510006,MSPB_1,0.93,37
510007,MSPB_1,0.99,58
510008,MSPB_1,0.98,19
510012,MSPB_1,0.95,86
510013,MSPB_1,1.01,21
510022,MSPB_1,0.98,16
510023,MSPB_1,1.03,6
510024,MSPB_1,1,60
510029,MSPB_1,0.95,24
510030,MSPB_1,0.85,36
510031,MSPB_1,0.91,53
510038,MSPB_1,0.9,56
510039,MSPB_1,1.01,30
510046,MSPB_1,0.99,63
510047,MSPB_1,1.03,47
510048,MSPB_1,0.92,34
510050,MSPB_1,0.99,31
510053,MSPB_1,0.89,45
510055,MSPB_1,0.96,55
510058,MSPB_1,1.01,15
510062,MSPB_1,0.95,31
510070,MSPB_1,0.96,10
510071,MSPB_1,0.99,13
510077,MSPB_1,1.01,38
510082,MSPB_1,0.91,36
510085,MSPB_1,0.95,20
510086,MSPB_1,0.82,68
520002,MSPB_1,0.87,65
520004,MSPB_1,0.93,61
520008,MSPB_1,1,69
520009,MSPB_1,0.92,57
520011,MSPB_1,0.92,68
520013,MSPB_1,0.97,52
520017,MSPB_1,0.9,72
520019,MSPB_1,0.85,50
520021,MSPB_1,1,41
520027,MSPB_1,0.98,42
520028,MSPB_1,0.94,75
520030,MSPB_1,0.95,55
520033,MSPB_1,0.84,68
520034,MSPB_1,0.94,66
520035,MSPB_1,0.92,52
520037,MSPB_1,0.97,24
520038,MSPB_1,0.98,53
520041,MSPB_1,0.92,42
520044,MSPB_1,0.97,37
520045,MSPB_1,0.95,47
520048,MSPB_1,0.91,64
520049,MSPB_1,0.97,64
520051,MSPB_1,1,49
520057,MSPB_1,0.98,73
520059,MSPB_1,0.98,24
520062,MSPB_1,0.93,61
520063,MSPB_1,0.94,45
520066,MSPB_1,0.94,51
520070,MSPB_1,1.01,66
520071,MSPB_1,0.86,46
520075,MSPB_1,0.96,39
520076,MSPB_1,0.91,59
520078,MSPB_1,0.95,41
520083,MSPB_1,0.95,69
520087,MSPB_1,0.95,49
520088,MSPB_1,0.88,45
520089,MSPB_1,0.89,56
520091,MSPB_1,0.88,48
520095,MSPB_1,0.86,96
450775,MSPB_1,1.1,31
450779,MSPB_1,1.07,43
450788,MSPB_1,0.99,37
450801,MSPB_1,1.03,50
450803,MSPB_1,1.26,19
450809,MSPB_1,1.06,57
450820,MSPB_1,1.1,53
450822,MSPB_1,1.03,41
450827,MSPB_1,1.06,47
450828,MSPB_1,1.02,52
450832,MSPB_1,1.08,47
450833,MSPB_1,1.09,29
450840,MSPB_1,1.08,53
450844,MSPB_1,1.09,41
450847,MSPB_1,1.03,45
450848,MSPB_1,1.07,51
450851,MSPB_1,1,91
450855,MSPB_1,1.11,46
450862,MSPB_1,1.12,29
450867,MSPB_1,1,35
450869,MSPB_1,1.02,30
450876,MSPB_1,0.95,80
450877,MSPB_1,1.34,50
450885,MSPB_1,1.09,43
450890,MSPB_1,1.09,50
460001,MSPB_1,1.03,52
460003,MSPB_1,1.03,60
460004,MSPB_1,0.95,49
460005,MSPB_1,1.05,27
460006,MSPB_1,0.97,64
460007,MSPB_1,0.9,70
460009,MSPB_1,1.01,43
460010,MSPB_1,0.97,49
460011,MSPB_1,0.92,42
460013,MSPB_1,0.99,29
460014,MSPB_1,0.97,40
460015,MSPB_1,0.87,56
460019,MSPB_1,0.8,30
460021,MSPB_1,0.94,64
460023,MSPB_1,0.94,45
460030,MSPB_1,0.85,29
460041,MSPB_1,1.06,42
460042,MSPB_1,0.99,37
460044,MSPB_1,0.96,60
460047,MSPB_1,1.03,20
460051,MSPB_1,1.05,55
470001,MSPB_1,0.98,55
470003,MSPB_1,1,31
470005,MSPB_1,0.96,51
470011,MSPB_1,0.97,37
470012,MSPB_1,0.88,69
470024,MSPB_1,0.95,30
490001,MSPB_1,0.94,21
490004,MSPB_1,0.92,44
490005,MSPB_1,0.99,51
490007,MSPB_1,0.98,50
490009,MSPB_1,1,44
490011,MSPB_1,1.04,20
490013,MSPB_1,0.9,61
490017,MSPB_1,0.95,21
490018,MSPB_1,0.91,23
490019,MSPB_1,0.97,38
490020,MSPB_1,1.03,25
490021,MSPB_1,0.95,61
490022,MSPB_1,1.01,31
490023,MSPB_1,1,36
490024,MSPB_1,0.98,36
490032,MSPB_1,0.97,40
490033,MSPB_1,0.86,27
490037,MSPB_1,0.93,25
490038,MSPB_1,0.93,25
490040,MSPB_1,0.99,17
490041,MSPB_1,0.94,21
490042,MSPB_1,0.95,36
490043,MSPB_1,1.02,27
490044,MSPB_1,0.97,61
490045,MSPB_1,0.99,23
490046,MSPB_1,0.99,44
490048,MSPB_1,1,25
490050,MSPB_1,0.96,69
490052,MSPB_1,0.98,22
490053,MSPB_1,0.97,25
490057,MSPB_1,0.97,57
490059,MSPB_1,0.99,50
490060,MSPB_1,0.87,30
490063,MSPB_1,1,16
490066,MSPB_1,0.93,47
490067,MSPB_1,1.02,31
490069,MSPB_1,0.95,40
490075,MSPB_1,1,12
490077,MSPB_1,0.94,63
490079,MSPB_1,1.01,15
490084,MSPB_1,0.9,53
490089,MSPB_1,0.9,30
490090,MSPB_1,0.96,43
490092,MSPB_1,0.85,47
490093,MSPB_1,0.98,50
490097,MSPB_1,1.02,37
490098,MSPB_1,0.92,28
490101,MSPB_1,0.96,28
490107,MSPB_1,0.97,30
490110,MSPB_1,0.98,38
490111,MSPB_1,0.96,77
490112,MSPB_1,1.02,27
490113,MSPB_1,0.99,34
490114,MSPB_1,0.86,73
490115,MSPB_1,0.99,46
490116,MSPB_1,0.99,35
